CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,CP,MC,NA,MORENA,ES,PAN_MC,PRI_NA,PRI_NA_CP,PRI_PVEM_NA,PRI_PVEM_CP,PRI_CP,PRI_PVEM,PRI_PVEM_NA_CP,PVEM_NA,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,279,C,1,0,C01,74,,3,8,,,22,,33,3,,,,,,,,52,,7,0,1,1,1,0,0,1,88,,,,,,,,,,,,294,0,14,308,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,279,C,2,0,C02,67,,5,6,,,14,,18,3,,,,,,,,60,,5,0,0,0,0,1,0,0,80,,,,,,,,,,,,259,0,13,272,502,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,280,B,1,0,B,106,,13,5,,,21,,39,1,,,,,,,,61,,8,1,2,1,30,1,0,0,141,,,,,,,,,,,,430,0,16,446,710,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,280,C,1,0,C01,114,,6,6,,,31,,29,3,,,,,,,,57,,8,1,2,0,0,1,0,0,133,,,,,,,,,,,,391,0,13,404,710,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,281,B,1,0,B,55,,10,3,,,18,,40,0,,,,,,,,52,,4,1,0,0,0,0,0,1,152,,,,,,,,,,,,336,2,7,345,561,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,281,C,1,0,C01,66,,5,2,,,26,,33,1,,,,,,,,44,,4,0,1,0,0,0,0,0,156,,,,,,,,,,,,338,2,11,351,560,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,282,B,1,0,B,101,,10,3,,,21,,28,4,,,,,,,,72,,5,0,0,0,0,0,0,0,209,,,,,,,,,,,,453,0,8,461,658,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,282,C,1,0,C01,90,,10,1,,,30,,32,1,,,,,,,,70,,4,2,0,0,0,0,0,0,198,,,,,,,,,,,,438,0,7,445,658,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,282,C,2,0,C02,92,,6,1,,,41,,30,2,,,,,,,,74,,1,1,2,0,1,1,0,2,180,,,,,,,,,,,,434,0,9,443,658,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,282,S,1,0,S01,7,,0,2,,,2,,4,1,,,,,,,,3,,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,34,0,0,34,0,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,283,B,1,0,B,83,,13,5,,,22,,34,1,,,,,,,,66,,5,1,0,0,0,0,0,0,169,,,,,,,,,,,,399,0,14,413,633,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,283,C,1,0,C01,55,,6,5,,,23,,40,1,,,,,,,,64,,6,1,0,0,3,0,0,0,188,,,,,,,,,,,,392,1,9,402,633,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,283,C,2,0,C02,107,,5,5,,,28,,39,0,,,,,,,,51,,6,1,0,0,0,0,1,1,177,,,,,,,,,,,,421,0,7,428,632,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,284,B,1,0,B,76,,9,5,,,25,,25,3,,,,,,,,50,,5,0,1,1,0,1,0,0,123,,,,,,,,,,,,324,0,3,327,549,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,284,C,1,0,C01,63,,9,4,,,24,,29,3,,,,,,,,43,,1,5,1,0,0,2,0,0,125,,,,,,,,,,,,309,0,12,321,549,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,284,C,2,0,C02,63,,6,4,,,22,,29,4,,,,,,,,38,,3,1,2,1,1,1,0,0,105,,,,,,,,,,,,280,0,10,290,548,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,285,B,1,0,B,57,,6,3,,,14,,15,0,,,,,,,,28,,7,0,1,0,0,0,0,0,101,,,,,,,,,,,,232,0,13,245,401,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,285,C,1,0,C01,47,,9,4,,,13,,29,0,,,,,,,,31,,5,1,0,0,1,0,0,1,99,,,,,,,,,,,,240,0,10,250,401,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,286,B,1,0,B,90,,9,4,,,18,,22,2,,,,,,,,83,,1,1,0,1,0,1,0,0,163,,,,,,,,,,,,395,0,13,408,677,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,286,C,1,0,C01,97,,17,3,,,23,,31,1,,,,,,,,67,,4,3,1,0,1,1,0,0,147,,,,,,,,,,,,396,1,12,409,677,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,287,B,1,0,B,100,,5,0,,,15,,30,2,,,,,,,,27,,2,0,0,1,1,0,0,1,178,,,,,,,,,,,,362,0,5,367,602,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,287,C,1,0,C01,80,,2,4,,,19,,36,1,,,,,,,,42,,5,0,0,0,1,0,0,0,172,,,,,,,,,,,,362,0,9,371,602,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,287,C,2,0,C02,92,,7,1,,,18,,25,1,,,,,,,,37,,2,0,0,0,0,0,0,0,171,,,,,,,,,,,,354,0,6,360,601,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,288,B,1,0,B,95,,7,3,,,29,,33,1,,,,,,,,49,,7,0,3,0,1,0,0,0,120,,,,,,,,,,,,348,0,14,362,598,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,288,C,1,0,C01,96,,5,3,,,21,,33,1,,,,,,,,38,,7,1,0,2,1,1,1,3,134,,,,,,,,,,,,347,1,0,348,597,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,289,B,1,0,B,107,,10,5,,,38,,38,1,,,,,,,,72,,3,1,0,0,0,1,0,0,199,,,,,,,,,,,,475,1,5,481,740,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,289,C,1,0,C01,98,,12,5,,,36,,36,0,,,,,,,,78,,3,1,0,1,1,0,0,0,167,,,,,,,,,,,,438,1,10,449,740,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,289,C,2,0,C02,88,,9,2,,,36,,36,3,,,,,,,,73,,8,0,1,1,0,2,0,1,172,,,,,,,,,,,,432,0,16,448,740,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,289,C,3,0,C03,67,,9,3,,,38,,39,5,,,,,,,,70,,3,0,1,0,0,3,1,3,184,,,,,,,,,,,,426,1,14,441,739,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,289,C,4,0,C04,86,,6,1,,,37,,37,2,,,,,,,,78,,2,1,1,0,3,1,0,1,195,,,,,,,,,,,,451,0,13,464,739,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,289,C,5,0,C05,78,,7,6,,,38,,34,2,,,,,,,,63,,1,0,0,0,1,0,0,0,211,,,,,,,,,,,,441,1,12,454,739,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,290,B,1,0,B,58,,8,1,,,26,,20,1,,,,,,,,36,,5,0,0,0,0,0,0,0,125,,,,,,,,,,,,280,2,5,287,463,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,290,C,1,0,C01,77,,3,2,,,26,,30,0,,,,,,,,27,,3,2,1,0,0,1,0,0,116,,,,,,,,,,,,288,0,7,295,462,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,291,B,1,0,B,91,,8,2,,,33,,29,1,,,,,,,,44,,3,0,2,0,0,0,0,0,148,,,,,,,,,,,,361,0,3,364,527,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,291,C,1,0,C01,82,,9,1,,,34,,19,1,,,,,,,,44,,9,2,0,0,0,0,0,0,136,,,,,,,,,,,,337,0,6,343,527,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,292,B,1,0,B,71,,7,4,,,14,,21,1,,,,,,,,66,,5,1,0,0,1,1,0,0,132,,,,,,,,,,,,324,1,12,337,558,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,292,C,1,0,C01,80,,11,3,,,19,,42,3,,,,,,,,83,,2,1,1,0,2,0,0,0,126,,,,,,,,,,,,373,1,1,375,558,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,293,B,1,0,B,78,,11,1,,,15,,30,1,,,,,,,,51,,4,1,0,1,0,0,0,0,146,,,,,,,,,,,,339,0,7,346,592,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,293,C,1,0,C01,110,,9,1,,,13,,25,2,,,,,,,,56,,3,2,0,0,2,0,0,0,123,,,,,,,,,,,,346,0,7,353,592,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,294,B,1,0,B,96,,13,1,,,26,,19,0,,,,,,,,70,,3,0,1,0,4,0,0,1,218,,,,,,,,,,,,452,0,4,456,636,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,294,C,1,0,C01,92,,8,1,,,28,,34,1,,,,,,,,76,,2,0,0,0,0,0,0,0,219,,,,,,,,,,,,461,0,7,468,635,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,295,B,1,0,B,65,,8,7,,,16,,26,0,,,,,,,,54,,4,1,1,0,0,1,0,0,146,,,,,,,,,,,,329,0,10,339,574,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,295,C,1,0,C01,80,,9,4,,,19,,35,1,,,,,,,,47,,3,0,0,0,0,1,0,0,122,,,,,,,,,,,,321,0,7,328,574,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,296,B,1,0,B,86,,4,1,,,9,,20,0,,,,,,,,24,,3,0,0,1,0,1,0,0,102,,,,,,,,,,,,251,2,8,261,385,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,296,C,1,0,C01,66,,4,2,,,11,,10,0,,,,,,,,35,,2,0,0,0,0,0,0,0,109,,,,,,,,,,,,239,1,5,245,384,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,297,B,1,0,B,74,,9,2,,,51,,23,1,,,,,,,,41,,5,2,1,1,2,0,0,0,156,,,,,,,,,,,,368,0,12,380,611,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,297,C,1,0,C01,84,,8,1,,,48,,25,0,,,,,,,,45,,13,1,2,0,0,1,0,0,122,,,,,,,,,,,,350,0,6,356,611,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,297,C,2,0,C02,91,,6,2,,,44,,24,0,,,,,,,,50,,6,0,0,1,2,1,0,1,152,,,,,,,,,,,,380,1,8,389,611,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,298,B,1,0,B,67,,4,1,,,34,,24,2,,,,,,,,45,,4,0,1,0,1,0,0,0,125,,,,,,,,,,,,308,0,15,323,557,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,298,C,1,0,C01,69,,7,5,,,43,,26,2,,,,,,,,65,,4,0,1,0,1,0,0,0,116,,,,,,,,,,,,339,0,13,352,556,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,298,C,2,0,C02,75,,5,3,,,40,,24,2,,,,,,,,36,,6,0,0,0,0,0,0,0,88,,,,,,,,,,,,279,0,14,293,556,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,299,B,1,0,B,109,,5,4,,,26,,30,0,,,,,,,,77,,5,0,0,0,0,0,0,0,140,,,,,,,,,,,,396,0,16,412,630,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,299,C,1,0,C01,98,,6,3,,,30,,31,0,,,,,,,,92,,7,0,1,0,1,2,0,0,132,,,,,,,,,,,,403,0,10,413,629,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,300,B,1,0,B,111,,6,2,,,29,,42,2,,,,,,,,66,,5,0,2,0,1,0,0,0,170,,,,,,,,,,,,436,2,6,444,686,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,300,C,1,0,C01,86,,8,4,,,27,,34,2,,,,,,,,56,,4,0,1,1,1,0,0,1,189,,,,,,,,,,,,414,2,8,424,686,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,300,C,2,0,C02,79,,11,3,,,26,,44,1,,,,,,,,81,,1,0,0,0,0,2,0,0,185,,,,,,,,,,,,433,1,5,439,685,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,300,C,3,0,C03,93,,16,4,,,38,,24,2,,,,,,,,63,,3,0,0,0,0,2,0,0,178,,,,,,,,,,,,423,0,8,431,685,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,300,C,4,0,C04,87,,8,5,,,29,,40,1,,,,,,,,57,,10,2,0,0,1,0,0,2,198,,,,,,,,,,,,440,0,12,452,685,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,301,B,1,0,B,56,,5,1,,,24,,30,1,,,,,,,,52,,1,0,1,0,1,0,0,0,156,,,,,,,,,,,,328,0,7,335,513,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,301,C,1,0,C01,67,,7,1,,,23,,24,0,,,,,,,,60,,6,1,0,0,0,0,0,2,162,,,,,,,,,,,,353,1,6,360,513,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,302,B,1,0,B,62,,3,0,,,16,,23,2,,,,,,,,48,,4,0,0,0,0,1,6,1,147,,,,,,,,,,,,313,0,3,316,435,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,303,B,1,0,B,90,,4,3,,,22,,34,1,,,,,,,,60,,4,1,1,0,0,1,0,0,170,,,,,,,,,,,,391,1,11,403,629,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,304,B,1,0,B,72,,9,1,,,11,,17,0,,,,,,,,45,,4,0,0,0,0,0,0,0,161,,,,,,,,,,,,320,0,7,327,494,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,304,C,1,0,C01,61,,6,3,,,12,,28,1,,,,,,,,42,,3,0,0,0,1,0,0,0,144,,,,,,,,,,,,301,0,5,306,493,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,305,B,1,0,B,58,,3,2,,,15,,24,1,,,,,,,,82,,3,1,1,0,1,1,0,0,142,,,,,,,,,,,,334,0,8,342,556,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,306,B,1,0,B,42,,0,1,,,11,,14,0,,,,,,,,23,,3,0,0,0,0,0,0,0,91,,,,,,,,,,,,185,2,2,189,284,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,307,B,1,0,B,56,,6,2,,,10,,16,3,,,,,,,,39,,2,0,0,0,1,1,0,0,125,,,,,,,,,,,,261,0,5,266,405,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,308,B,1,0,B,71,,4,4,,,11,,15,1,,,,,,,,58,,5,3,1,0,1,0,0,0,155,,,,,,,,,,,,329,0,6,335,507,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,308,C,1,0,C01,83,,6,3,,,14,,18,1,,,,,,,,54,,6,7,0,0,1,0,0,0,135,,,,,,,,,,,,328,0,11,339,507,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,309,B,1,0,B,83,,6,5,,,21,,34,1,,,,,,,,76,,4,0,0,0,0,1,0,0,157,,,,,,,,,,,,388,1,8,397,638,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,309,C,1,0,C01,86,,5,12,,,20,,28,2,,,,,,,,63,,7,1,0,0,0,1,0,0,174,,,,,,,,,,,,399,1,7,407,638,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,310,B,1,0,B,93,,3,3,,,28,,32,1,,,,,,,,62,,4,1,0,1,2,1,0,0,205,,,,,,,,,,,,436,0,10,446,679,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,310,C,1,0,C01,79,,14,3,,,18,,37,0,,,,,,,,85,,4,0,0,0,3,0,0,1,184,,,,,,,,,,,,428,0,7,435,678,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,310,C,2,0,C02,102,,9,3,,,23,,25,2,,,,,,,,68,,5,0,2,0,1,2,0,1,197,,,,,,,,,,,,440,0,3,443,678,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,311,B,1,0,B,74,,9,4,,,17,,30,2,,,,,,,,46,,3,1,0,0,2,1,0,1,132,,,,,,,,,,,,322,0,9,331,525,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,311,C,1,0,C01,91,,5,4,,,19,,38,2,,,,,,,,35,,2,3,2,0,0,0,0,0,122,,,,,,,,,,,,323,0,10,333,524,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,311,C,2,0,C02,83,,3,3,,,21,,33,2,,,,,,,,37,,6,0,0,0,0,0,0,0,116,,,,,,,,,,,,304,1,6,311,524,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,312,B,1,0,B,99,,6,3,,,23,,36,3,,,,,,,,66,,4,1,1,0,0,0,0,0,178,,,,,,,,,,,,420,0,6,426,641,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,313,B,1,0,B,78,,5,0,,,10,,25,2,,,,,,,,51,,3,0,2,0,0,0,0,0,164,,,,,,,,,,,,340,1,6,347,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,313,C,1,0,C01,64,,7,5,,,16,,24,2,,,,,,,,52,,2,0,0,0,1,0,0,0,149,,,,,,,,,,,,322,0,11,333,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,313,C,2,0,C02,46,,11,1,,,11,,25,1,,,,,,,,54,,8,1,1,0,0,0,1,0,164,,,,,,,,,,,,324,0,4,328,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,314,B,1,0,B,69,,7,0,,,11,,27,0,,,,,,,,71,,2,0,0,0,0,0,0,1,148,,,,,,,,,,,,336,0,6,342,546,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,315,B,1,0,B,18,,6,1,,,14,,9,0,,,,,,,,44,,5,0,0,0,1,0,0,0,74,,,,,,,,,,,,172,0,0,172,274,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,316,B,1,0,B,106,,4,1,,,16,,15,2,,,,,,,,61,,9,2,1,0,0,0,0,1,146,,,,,,,,,,,,364,0,14,378,605,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,316,C,1,0,C01,107,,5,2,,,27,,18,2,,,,,,,,40,,9,0,1,0,3,0,0,1,135,,,,,,,,,,,,350,1,12,363,604,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,317,B,1,0,B,44,,4,1,,,17,,14,1,,,,,,,,82,,1,1,0,3,0,0,0,0,124,,,,,,,,,,,,292,0,14,306,474,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,317,C,1,0,C01,41,,6,0,,,20,,13,0,,,,,,,,67,,3,0,1,0,0,1,0,0,123,,,,,,,,,,,,275,0,6,281,474,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,318,B,1,0,B,62,,2,2,,,17,,29,1,,,,,,,,78,,2,0,0,0,0,1,0,0,162,,,,,,,,,,,,356,0,4,360,588,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,319,B,1,0,B,78,,7,3,,,32,,32,1,,,,,,,,53,,2,0,2,1,1,0,0,0,204,,,,,,,,,,,,416,1,7,424,640,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,319,C,1,0,C01,103,,5,4,,,26,,33,2,,,,,,,,42,,4,0,0,0,0,1,0,0,196,,,,,,,,,,,,416,0,8,424,639,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,320,B,1,0,B,94,,13,2,,,47,,37,1,,,,,,,,39,,7,1,0,0,0,0,0,0,177,,,,,,,,,,,,418,0,11,429,740,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,320,C,1,0,C01,90,,8,0,,,32,,40,4,,,,,,,,59,,7,3,1,0,0,0,0,1,188,,,,,,,,,,,,433,0,7,440,740,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,320,C,2,0,C02,87,,15,5,,,30,,41,3,,,,,,,,52,,4,1,1,0,2,1,0,1,192,,,,,,,,,,,,435,0,10,445,739,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,320,C,3,0,C03,93,,11,2,,,39,,34,0,,,,,,,,63,,6,1,1,0,1,0,0,0,164,,,,,,,,,,,,415,0,23,438,739,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,320,C,4,0,C04,112,,12,1,,,31,,51,0,,,,,,,,49,,3,2,1,0,1,0,0,0,167,,,,,,,,,,,,430,0,14,444,739,ACTA LEVANTADA EN CONSEJO,,,
