CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,PAZ,MDZ,PP,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,457,B,1,0,B,3,129,28,9,,0,2,16,8,,,1,0,0,0,0,1,1,0,0,,,,,,,198,0,8,206,325,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0457BAS00.jpg
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,458,B,1,0,B,10,176,88,15,,1,6,17,2,,,1,2,1,0,0,3,0,0,0,,,,,,,322,0,10,332,446,Acta levantada en consejo,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0458BAS00.jpg
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,459,B,1,0,B,8,369,86,28,,1,5,42,8,,,1,1,0,0,2,2,1,2,0,,,,,,,556,0,13,569,709,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0459BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,460,B,1,0,B,32,78,7,3,16,6,5,155,8,11,3,3,0,0,0,0,1,0,0,1,,,,,,,329,0,13,342,510,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0460BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,460,C,1,0,C01,25,79,7,21,6,4,10,157,9,13,13,4,4,0,0,0,3,0,0,1,,,,,,,356,0,8,364,510,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0460CON01.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,460,C,2,0,C02,49,88,2,17,11,3,3,146,3,6,2,2,0,0,0,0,2,0,0,0,,,,,,,334,0,8,342,509,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0460CON02.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,461,B,1,0,B,26,102,4,15,11,11,9,174,2,22,3,5,0,0,0,0,5,1,0,2,,,,,,,392,0,9,401,651,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0461BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,462,B,1,0,B,15,60,12,12,8,6,1,114,5,14,9,2,0,0,0,0,0,0,0,0,,,,,,,258,0,11,269,401,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0462BAS00.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,463,B,1,0,B,69,128,10,12,14,3,7,137,6,7,2,3,0,0,0,0,1,0,0,3,,,,,,,402,0,12,414,568,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0463BAS00.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,463,C,1,0,C01,65,117,7,10,13,10,2,146,3,13,4,2,0,0,0,0,0,0,0,0,,,,,,,392,1,13,406,568,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0463CON01.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,463,C,2,0,C02,60,136,3,17,9,6,6,132,4,7,2,4,0,0,0,0,2,2,0,2,,,,,,,392,0,4,396,567,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0463CON02.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,463,C,3,0,C03,58,143,5,15,16,2,4,131,7,10,2,4,2,0,0,0,2,1,0,0,,,,,,,402,0,8,410,567,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0463CON03.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,464,B,1,0,B,121,249,6,4,7,12,4,103,4,5,2,4,1,0,0,0,3,1,0,0,,,,,,,526,0,7,533,730,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0464BAS00.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,464,C,1,0,C01,113,223,7,6,11,13,4,96,7,5,2,4,2,0,1,0,2,1,0,0,,,,,,,497,0,16,513,729,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0464CON01.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,465,B,1,0,B,43,123,10,18,10,9,5,171,5,21,0,2,1,1,0,0,5,2,0,0,,,,,,,426,0,10,436,636,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0465BAS00.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,465,C,1,0,C01,48,124,10,20,15,10,7,171,7,15,5,4,0,0,0,0,4,2,0,2,,,,,,,444,0,14,458,636,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0465CON01.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,466,B,1,0,B,39,97,3,22,17,14,4,184,2,30,6,3,0,0,0,0,5,1,0,0,,,,,,,427,0,8,435,701,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0466BAS00.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,466,C,1,0,C01,28,107,5,15,14,7,6,193,5,35,10,3,1,0,1,0,6,1,0,0,,,,,,,437,0,13,450,700,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0466CON01.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,467,B,1,0,B,25,88,3,21,13,4,6,205,5,20,3,6,1,0,0,0,5,1,0,0,,,,,,,406,0,12,418,616,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0467BAS00.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,467,C,1,0,C01,23,113,5,8,6,8,4,197,9,15,4,5,0,0,0,0,3,1,0,1,,,,,,,402,1,12,415,616,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0467CON01.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,467,C,2,0,C02,25,88,3,21,13,4,6,205,5,20,3,6,1,0,0,0,5,2,0,0,,,,,,,407,0,12,419,615,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0467CON02.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,468,B,1,0,B,12,92,3,23,3,4,5,99,3,11,5,3,0,0,0,0,1,3,0,0,,,,,,,267,0,16,283,566,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0468BAS00.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,468,C,1,0,C01,23,104,7,19,7,6,9,101,8,12,5,3,0,1,1,0,5,3,0,0,,,,,,,314,0,13,327,565,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0468CON01.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,468,C,2,0,C02,14,95,9,15,12,4,11,127,5,9,4,1,1,0,0,0,1,2,0,3,,,,,,,313,0,10,323,565,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0468CON02.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,469,B,1,0,B,32,82,11,26,15,5,6,167,5,18,4,2,0,0,0,0,3,0,0,1,,,,,,,377,1,19,397,646,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0469BAS00.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,469,C,1,0,C01,23,110,3,24,12,10,6,148,4,19,4,2,0,1,1,0,2,3,0,2,,,,,,,374,0,17,391,646,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0469CON01.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,469,C,2,0,C02,23,91,4,19,16,5,4,152,5,20,6,1,0,0,0,0,5,1,0,2,,,,,,,354,0,13,367,646,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0469CON02.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,B,1,0,B,27,124,6,35,13,6,6,157,6,18,3,2,0,0,0,0,4,7,0,0,,,,,,,414,0,6,420,743,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470BAS00.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,1,0,C01,19,107,8,31,15,7,4,184,7,17,2,5,0,0,0,0,2,0,0,3,,,,,,,411,0,13,424,743,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON01.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,2,0,C02,25,88,4,32,15,7,4,179,4,11,7,3,1,0,0,0,1,2,0,0,,,,,,,383,0,6,389,743,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON02.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,3,0,C03,27,118,7,40,9,5,9,164,6,19,1,2,0,0,0,0,2,0,0,0,,,,,,,409,0,15,424,743,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON03.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,4,0,C04,28,80,3,26,13,10,5,165,4,9,4,3,0,0,0,0,5,2,0,0,,,,,,,357,0,14,371,743,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON04.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,5,0,C05,29,114,10,31,11,6,9,148,6,15,4,1,0,0,0,0,6,2,0,0,,,,,,,392,0,14,406,743,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON05.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,6,0,C06,30,79,9,53,14,4,11,171,8,12,5,2,0,1,1,0,3,5,0,2,,,,,,,410,0,4,414,743,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON06.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,7,0,C07,22,88,4,33,17,4,8,163,7,22,0,7,0,0,0,0,1,0,0,0,,,,,,,376,0,6,382,743,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON07.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,8,0,C08,20,99,6,38,9,6,7,179,11,15,1,4,0,0,0,0,5,3,1,0,,,,,,,404,0,8,412,743,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON08.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,9,0,C09,34,91,5,31,13,6,6,174,10,18,3,2,1,0,0,0,4,3,0,1,,,,,,,402,0,16,418,743,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON09.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,10,0,C10,16,83,3,45,11,10,4,179,12,19,2,1,0,0,0,0,2,0,0,0,,,,,,,387,0,13,400,743,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON10.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,11,0,C11,24,110,7,46,8,4,2,164,9,13,5,5,1,0,0,0,3,3,0,1,,,,,,,405,0,9,414,743,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON11.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,12,0,C12,26,106,3,35,17,8,6,165,6,14,4,3,0,0,0,0,4,4,0,1,,,,,,,402,0,12,414,743,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON12.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,13,0,C13,29,94,5,28,16,6,5,161,6,19,4,2,0,0,0,0,4,0,1,0,,,,,,,380,1,7,388,743,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON13.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,14,0,C14,19,120,7,34,14,3,14,178,4,11,1,3,1,0,0,0,4,1,1,0,,,,,,,415,0,6,421,743,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON14.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,C,15,0,C15,25,104,1,20,10,6,8,168,4,23,3,2,0,0,0,0,1,0,0,0,,,,,,,375,0,10,385,742,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470CON15.jpg
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,S,1,0,S01,7,22,0,10,1,2,3,54,3,4,1,0,0,0,0,0,1,0,0,0,,,,,,,108,0,1,109,0,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0470ESP00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,471,B,1,0,B,32,91,5,15,21,6,9,198,6,17,0,0,0,0,0,0,3,2,0,2,,,,,,,407,0,9,416,608,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0471BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,471,C,1,0,C01,29,92,1,20,30,7,2,203,9,19,3,2,0,0,0,0,1,1,0,1,,,,,,,420,0,8,428,608,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0471CON01.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,471,C,2,0,C02,36,91,0,21,19,5,14,177,9,26,4,0,0,0,2,0,1,1,0,1,,,,,,,407,0,0,407,607,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0471CON02.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,471,C,3,0,C03,23,76,5,21,39,5,10,168,4,37,3,4,0,0,1,0,5,3,0,1,,,,,,,405,0,8,413,607,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0471CON03.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,472,B,1,0,B,14,94,6,16,22,7,6,167,8,18,3,3,1,1,0,0,4,2,1,0,,,,,,,373,0,23,396,637,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0472BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,472,C,1,0,C01,23,88,5,17,14,7,6,167,3,17,1,5,0,0,0,1,5,0,0,2,,,,,,,361,0,13,374,637,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0472CON01.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,473,B,1,0,B,23,55,2,15,7,3,4,155,3,20,2,3,1,0,0,0,4,0,0,1,,,,,,,298,0,12,310,441,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0473BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,473,C,1,0,C01,16,67,6,14,6,3,7,146,3,15,4,3,1,0,0,0,1,0,0,0,,,,,,,292,0,6,298,440,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0473CON01.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,474,B,1,0,B,56,168,9,14,8,10,3,181,5,12,5,2,0,0,0,0,1,0,0,0,,,,,,,474,0,7,481,685,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0474BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,475,B,1,0,B,37,82,5,20,5,3,5,121,5,6,3,1,2,0,0,0,4,0,0,0,,,,,,,299,0,8,307,424,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0475BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,475,C,1,0,C01,24,94,1,12,8,9,2,103,7,12,1,2,0,1,0,0,2,1,0,0,,,,,,,279,0,10,289,423,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0475CON01.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,476,B,1,0,B,39,151,4,12,7,17,2,163,9,11,1,7,2,0,0,0,2,1,0,0,,,,,,,428,0,8,436,557,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0476BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,477,B,1,0,B,72,149,6,11,17,9,5,207,5,10,5,2,0,0,0,1,1,0,0,0,,,,,,,500,0,16,516,713,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0477BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,478,B,1,0,B,13,58,9,19,7,5,9,172,7,18,9,2,0,0,0,0,0,3,1,0,,,,,,,332,0,10,342,546,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0478BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,479,B,1,0,B,30,64,10,11,6,10,4,114,4,11,2,3,0,0,0,0,0,2,0,0,,,,,,,271,0,6,277,500,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0479BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,480,B,1,0,B,43,123,8,16,15,5,7,169,6,16,15,3,0,0,0,0,4,0,0,0,,,,,,,430,0,18,448,629,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0480BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,481,B,1,0,B,15,77,8,15,12,8,2,142,6,17,5,5,0,1,0,0,6,0,0,2,,,,,,,321,1,5,327,512,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0481BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,482,B,1,0,B,18,130,5,22,6,5,4,204,5,20,4,1,0,0,0,0,3,1,0,0,,,,,,,428,0,11,439,604,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0482BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,483,B,1,0,B,23,123,5,16,11,4,7,189,5,23,12,6,0,0,1,0,1,0,0,0,,,,,,,426,0,6,432,580,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0483BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,484,B,1,0,B,48,114,2,20,10,1,4,151,2,9,7,3,0,0,0,0,4,2,0,0,,,,,,,377,1,5,383,544,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0484BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,485,B,1,0,B,38,98,4,22,14,6,5,200,5,26,2,2,0,0,0,0,3,2,0,2,,,,,,,429,0,10,439,669,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0485BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,486,B,1,0,B,15,51,3,21,9,6,4,118,2,11,7,3,0,0,0,0,3,0,0,0,,,,,,,253,0,4,257,410,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0486BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,486,C,1,0,C01,11,60,8,17,11,4,5,106,5,21,3,3,0,0,0,0,2,2,0,0,,,,,,,258,1,7,266,410,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0486CON01.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,487,B,1,0,B,31,109,5,18,19,8,8,171,5,40,5,2,0,0,0,0,5,1,0,1,,,,,,,428,0,11,439,719,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0487BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,488,B,1,0,B,25,138,7,13,9,11,14,134,5,15,4,2,0,0,0,0,6,2,0,4,,,,,,,389,0,13,402,582,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0488BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,488,S,1,0,S01,1,12,0,0,1,2,1,11,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,29,0,1,30,0,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0488ESP00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,489,B,1,0,B,15,79,4,18,6,3,2,102,2,20,1,2,0,0,0,0,5,4,0,1,,,,,,,264,0,7,271,420,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0489BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,489,C,1,0,C01,11,89,2,14,10,2,2,110,6,11,3,3,1,0,0,0,0,0,0,0,,,,,,,264,0,3,267,420,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0489CON01.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,490,B,1,0,B,42,197,3,12,7,3,3,186,5,40,4,1,0,0,1,0,2,0,1,0,,,,,,,507,0,17,524,730,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0490BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,491,B,1,0,B,40,101,3,16,16,7,4,213,8,16,5,1,1,0,0,0,2,0,0,0,,,,,,,433,0,8,441,675,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0491BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,491,C,1,0,C01,38,71,6,28,11,9,6,224,6,31,5,4,0,0,1,0,4,0,0,1,,,,,,,445,0,11,456,675,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0491CON01.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,491,C,2,0,C02,27,86,4,14,4,9,13,193,11,39,7,4,2,0,0,0,4,0,0,0,,,,,,,417,0,10,427,674,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0491CON02.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,492,B,1,0,B,28,128,0,10,5,3,7,73,1,3,1,2,0,1,0,0,1,1,0,0,,,,,,,264,0,8,272,389,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0492BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,492,C,1,0,C01,27,111,2,12,7,1,0,76,6,6,4,0,0,0,0,0,1,1,0,0,,,,,,,254,0,5,259,389,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0492CON01.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,493,B,1,0,B,7,62,2,13,4,9,3,119,1,12,4,0,0,0,0,0,1,2,0,2,,,,,,,241,0,8,249,402,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0493BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,493,C,1,0,C01,21,52,8,12,6,2,1,115,4,19,1,2,1,0,0,0,3,1,0,0,,,,,,,248,0,8,256,401,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0493CON01.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,494,B,1,0,B,29,116,56,16,7,3,4,169,7,28,4,4,0,0,0,0,0,3,0,2,,,,,,,448,0,18,466,643,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0494BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,494,C,1,0,C01,34,101,6,11,10,6,6,218,6,34,3,3,0,0,0,0,0,0,0,0,,,,,,,438,0,5,443,643,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0494CON01.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,494,C,2,0,C02,34,90,7,12,12,3,4,187,4,39,5,3,1,0,0,0,0,1,0,1,,,,,,,403,0,12,415,642,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0494CON02.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,494,C,3,0,C03,27,116,5,22,20,7,5,159,9,28,4,5,2,0,0,0,5,1,0,1,,,,,,,416,0,7,423,642,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0494CON03.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,494,C,4,0,C04,40,116,4,20,16,5,8,179,8,33,3,1,1,0,0,0,0,1,0,0,,,,,,,435,1,7,443,642,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0494CON04.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,495,B,1,0,B,24,104,5,20,15,9,9,224,5,16,2,6,1,0,0,0,5,1,0,1,,,,,,,447,0,4,451,674,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0495BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,496,B,1,0,B,32,121,2,9,10,6,1,131,9,9,3,2,0,0,0,0,1,0,0,1,,,,,,,337,0,5,342,451,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0496BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,496,C,1,0,C01,44,122,2,14,8,2,4,117,7,8,3,3,0,0,0,0,2,1,0,0,,,,,,,337,0,4,341,450,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0496CON01.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,497,B,1,0,B,34,112,5,17,8,5,2,120,3,4,1,2,0,0,0,0,1,2,0,1,,,,,,,317,0,8,325,398,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0497BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,498,B,1,0,B,44,120,1,12,7,4,6,172,6,21,0,3,1,2,1,0,0,0,0,0,,,,,,,400,0,7,407,513,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0498BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,499,B,1,0,B,63,148,4,17,13,14,5,207,6,16,5,8,1,0,0,0,0,1,0,1,,,,,,,509,0,17,526,703,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0499BAS00.jpg
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,500,B,1,0,B,34,111,7,14,8,10,8,202,12,12,4,9,0,0,0,0,1,1,0,0,,,,,,,433,0,10,443,639,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0500BAS00.jpg
