ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRD_PVEM,C_COMUN_PRD_MC,PAN_PRD_MC,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
16,MICHOACAN,99,TUXPAN,17,35,,555,,,3815,,50,,,,,,,4887,2779,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,,,,,,,,13096,1,486,13583,19132,http://iem.org.mx/actas_mpio/A4_TUXPAN.pdf
16,MICHOACAN,100,TUZANTLA,20,26,,1417,,,13,,36,,,,,,,4170,3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8875,0,296,9171,12468,http://iem.org.mx/actas_mpio/A4_TUZANTLA.pdf
16,MICHOACAN,101,TZINTZUNTZAN,9,19,,2369,,,33,,1306,,1268,,,,,1012,1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7320,4,476,7800,10990,http://iem.org.mx/actas_mpio/A4_TZINTZUNTZAN.pdf
16,MICHOACAN,102,TZITZIO,15,20,,1696,,,202,,37,,,,,,,2460,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4821,0,247,5068,7622,http://iem.org.mx/actas_mpio/A4_TZITZIO.pdf
16,MICHOACAN,103,URUAPAN,142,402,,9712,,,,,1081,,2188,,17708,48188,,,35323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7187,,,,,,,121387,295,6003,127685,239846,http://iem.org.mx/actas_mpio/A4_URUAPAN.pdf
16,MICHOACAN,104,VENUSTIANO CARRANZA,22,37,,666,,,47,4696,33,,,4172,,,,,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10964,2,835,11801,18448,http://iem.org.mx/actas_mpio/A4_VENUSTIANO CARRANZA.pdf
16,MICHOACAN,105,VILLAMAR,18,34,,382,,154,,,69,1564,,,,,,4502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6671,3,390,7064,15736,http://iem.org.mx/actas_mpio/A4_VILLAMAR.pdf
16,MICHOACAN,106,VISTA HERMOSA,13,26,,5553,,,640,,159,,,,,,,725,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8696,3,308,9007,14798,http://iem.org.mx/actas_mpio/A4_VISTA HERMOSA.pdf
16,MICHOACAN,107,YURÉCUARO,19,38,,950,,,985,,3845,,975,,,,,2275,2945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,,,,,,12756,34,489,13279,21968,http://iem.org.mx/actas_mpio/A4_YURÉCUARO.pdf
16,MICHOACAN,108,ZACAPU,47,101,,1377,,,,,320,,342,,6368,14600,,,8188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,,,32219,224,1747,34190,58064,http://iem.org.mx/actas_mpio/A4_ZACAPU.pdf
16,MICHOACAN,109,ZAMORA,96,250,,13161,,,5110,6854,,,1024,11014,,,,,26142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6774,,,,70079,234,3294,73607,144445,http://iem.org.mx/actas_mpio/A4_ZAMORA.pdf
16,MICHOACAN,110,ZINÁPARO,7,7,,869,,,,,,,,,,,,1110,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,0,102,2128,3597,http://iem.org.mx/actas_mpio/A4_ZINÁPARO.pdf
16,MICHOACAN,111,ZINAPÉCUARO,32,70,,3520,,,174,,687,,124,,,,,6957,2828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5179,370,,19839,4,1443,21286,38035,http://iem.org.mx/actas_mpio/A4_ZINAPÉCUARO.pdf
16,MICHOACAN,112,ZIRACUARETIRO,8,21,,2709,,,,,49,,,,,,,2330,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038,7628,2,337,7967,12333,http://iem.org.mx/actas_mpio/A4_ZIRACUARETIRO.pdf
16,MICHOACAN,113,ZITÁCUARO,82,195,,8824,,,2529,,860,,982,,,,,25526,25360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64081,26,4618,68725,114030,http://iem.org.mx/actas_mpio/A4_ZITÁCUARO.pdf
