ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRD_PVEM,C_COMUN_PRD_MC,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
16,MICHOACAN,93,TIQUICHEO DE NICOLAS ROMERO,11,18,38,953,1160,54,1988,15,707,203,1283,,,,,11,11,0,5,13,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,6554,0,542,7096,10019,http://iem.org.mx/actas_mpio/A4_TIQUICHEO DE NICOLAS ROMERO.pdf
16,MICHOACAN,94,TLALPUJAHUA,15,34,261,649,1368,354,1883,1798,2479,967,1704,99,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,810,,,,,,,,,,12426,11,889,13326,19522,http://iem.org.mx/actas_mpio/A4_TLALPUJAHUA.pdf
16,MICHOACAN,95,TLAZAZALCA,12,14,152,1094,1320,72,,32,149,667,,,,,,15,28,0,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3556,0,160,3716,7866,http://iem.org.mx/actas_mpio/A4_TLAZAZALCA.pdf
16,MICHOACAN,96,TOCUMBO,12,19,13,489,125,85,2626,2172,14,239,,,,106,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,266,,,,,,,,,6149,0,396,6545,9663,http://iem.org.mx/actas_mpio/A4_TOCUMBO.pdf
16,MICHOACAN,97,TUMBISCATIO,7,11,27,1271,441,44,11,1008,,769,,,,,,33,1,4,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3647,0,90,3737,5472,http://iem.org.mx/actas_mpio/A4_TUMBISCATIO.pdf
16,MICHOACAN,98,TURICATO,35,49,277,322,8223,364,3642,142,,1235,,,,,,130,122,7,89,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14601,4,1010,15615,24434,http://iem.org.mx/actas_mpio/A4_TURICATO.pdf
16,MICHOACAN,99,TUXPAN,17,35,178,555,4460,186,3815,93,50,2504,,,,,,90,40,2,24,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,,,,,,,,13096,1,486,13583,19132,http://iem.org.mx/actas_mpio/A4_TUXPAN.pdf
16,MICHOACAN,100,TUZANTLA,20,26,100,1417,3925,202,13,46,36,2947,,,,,,31,45,0,23,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8875,0,296,9171,12468,http://iem.org.mx/actas_mpio/A4_TUZANTLA.pdf
16,MICHOACAN,101,TZINTZUNTZAN,9,19,118,2369,464,84,33,385,1306,1234,1268,,,,,29,3,2,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7320,4,476,7800,10990,http://iem.org.mx/actas_mpio/A4_TZINTZUNTZAN.pdf
16,MICHOACAN,102,TZITZIO,15,20,367,1696,1958,61,202,30,37,349,,,,,,34,59,3,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4821,0,247,5068,7622,http://iem.org.mx/actas_mpio/A4_TZITZIO.pdf
16,MICHOACAN,103,URUAPAN,142,402,16032,9712,44626,4530,2894,1444,1081,30052,2188,,232,668,,,,,,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7187,,,,,,,121387,295,6003,127685,239846,http://iem.org.mx/actas_mpio/A4_URUAPAN.pdf
16,MICHOACAN,104,VENUSTIANO CARRANZA,22,37,312,666,3578,103,47,4696,33,1224,,282,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10964,2,835,11801,18448,http://iem.org.mx/actas_mpio/A4_VENUSTIANO CARRANZA.pdf
16,MICHOACAN,105,VILLAMAR,18,34,3040,382,1068,154,,148,69,1564,,,,,,156,75,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6671,3,390,7064,15736,http://iem.org.mx/actas_mpio/A4_VILLAMAR.pdf
16,MICHOACAN,106,VISTA HERMOSA,13,26,470,5553,162,89,640,51,159,1507,,,,,,31,5,4,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8696,3,308,9007,14798,http://iem.org.mx/actas_mpio/A4_VISTA HERMOSA.pdf
16,MICHOACAN,107,YURÉCUARO,19,38,396,950,829,104,985,875,3845,2803,975,,,,,136,13,5,21,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,,,,,,12756,34,489,13279,21968,http://iem.org.mx/actas_mpio/A4_YURÉCUARO.pdf
16,MICHOACAN,108,ZACAPU,47,101,1742,1377,2694,1128,11356,4458,320,6870,342,,168,550,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,,,32219,224,1747,34190,58064,http://iem.org.mx/actas_mpio/A4_ZACAPU.pdf
16,MICHOACAN,109,ZAMORA,96,250,8834,13161,1889,8748,5110,6854,,16084,1024,291,,,,,,,,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6774,,,,70079,234,3294,73607,144445,http://iem.org.mx/actas_mpio/A4_ZAMORA.pdf
16,MICHOACAN,110,ZINÁPARO,7,7,58,869,988,14,,11,,31,,,,,,18,30,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,0,102,2128,3597,http://iem.org.mx/actas_mpio/A4_ZINÁPARO.pdf
16,MICHOACAN,111,ZINAPÉCUARO,32,70,934,3520,5115,258,174,454,687,2506,124,,,,,269,123,17,45,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5179,370,,19839,4,1443,21286,38035,http://iem.org.mx/actas_mpio/A4_ZINAPÉCUARO.pdf
16,MICHOACAN,112,ZIRACUARETIRO,8,21,326,2709,1788,94,,110,49,1385,,,,,,57,46,1,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038,7628,2,337,7967,12333,http://iem.org.mx/actas_mpio/A4_ZIRACUARETIRO.pdf
16,MICHOACAN,113,ZITÁCUARO,82,195,4929,8824,18414,4129,2529,966,860,20318,982,,,,,615,450,51,101,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64081,26,4618,68725,114030,http://iem.org.mx/actas_mpio/A4_ZITÁCUARO.pdf
