CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PVEM,NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,PRI_PVEM_NVA_ALIANZA,PRD,PT,PRD_PT,MC,PSD,MORENA,ES,PH,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,207,B,41,65,13,3,1,0,0,0,54,2,0,19,54,16,11,5,,,,0,284,12,296,610,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,207,C01,70,67,11,3,1,0,0,1,34,8,1,9,69,6,11,7,,,,2,298,20,320,609,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,207,C02,65,75,14,0,0,0,0,1,39,1,0,10,70,14,10,6,,,,2,305,20,327,609,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,207,C03,46,70,10,3,1,0,0,0,40,8,0,7,80,9,13,10,,,,0,297,12,309,609,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,208,B,79,58,10,2,0,0,0,0,26,2,1,6,88,21,9,16,,,,1,318,13,332,585,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,208,C01,69,69,13,7,1,0,0,0,34,0,0,10,79,15,6,4,,,,1,307,13,321,585,ACTA CASILLA,,,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,208,C02,56,57,8,4,1,1,0,1,30,2,0,12,84,13,9,9,,,,0,287,14,301,585,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,208,C03,61,48,11,2,1,0,0,1,51,3,0,4,66,5,10,8,,,,2,271,12,285,584,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,209,B,62,35,8,3,1,0,0,0,44,4,1,12,60,25,5,6,,,,1,266,15,282,591,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,209,C01,62,44,4,0,0,0,0,0,43,7,1,15,57,17,5,8,,,,1,263,25,289,591,ACTA CASILLA,,,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,209,C02,60,29,6,0,0,0,0,0,68,5,2,14,57,23,6,7,,,,0,277,28,305,591,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,209,E01,48,29,6,4,0,1,0,0,35,0,0,8,59,23,11,12,,,,0,236,27,263,504,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,209,E01C01,40,33,2,3,0,0,0,0,45,3,1,16,50,33,11,8,,,,1,245,16,262,504,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,209,E01C02,49,27,5,3,0,0,0,0,37,2,0,15,50,25,10,6,,,,0,229,16,245,503,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,210,B,64,55,3,0,0,0,0,0,33,3,1,14,58,42,6,15,,,,1,294,32,327,651,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,210,C01,57,33,5,3,0,1,0,0,46,4,0,22,57,47,6,15,,,,1,296,33,330,650,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,211,B,48,49,2,6,0,0,0,0,34,2,0,8,52,18,11,12,,,,1,242,27,270,548,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,211,C01,36,42,7,1,1,0,0,0,32,3,1,12,73,16,1,6,,,,1,231,18,250,548,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,212,B,27,30,3,3,0,0,0,0,19,1,0,17,65,24,9,10,,,,2,208,15,225,507,ACTA CASILLA,,,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,212,C01,35,48,9,4,0,0,1,1,36,5,1,12,52,12,8,2,,,,0,226,12,238,507,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,212,C02,32,30,11,1,1,0,0,0,28,5,0,11,68,17,4,4,,,,1,212,18,231,506,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,213,B,30,54,15,3,1,1,0,0,42,4,0,8,73,26,14,4,,,,0,275,20,295,585,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,213,C01,32,59,13,10,0,0,0,0,44,2,3,7,61,20,10,8,,,,0,269,14,283,585,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,213,C02,33,40,7,1,2,0,0,0,48,2,4,7,77,27,9,7,,,,0,264,13,277,584,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,214,B,50,61,34,4,0,0,0,0,34,0,0,11,74,27,12,9,,,,0,316,16,332,663,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,214,C01,35,72,13,4,0,0,0,0,34,4,0,17,77,36,18,9,,,,1,319,25,345,663,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,214,C02,36,56,13,6,1,1,0,1,39,3,1,13,84,32,10,9,,,,1,305,27,333,663,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,215,B,31,55,10,4,3,0,0,0,51,0,1,13,101,18,13,12,,,,0,312,16,328,718,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,215,C01,39,46,16,7,0,0,0,0,57,0,2,11,111,12,21,8,,,,0,330,21,351,717,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,215,SMR01,14,14,2,0,1,0,0,0,7,2,1,1,17,3,4,2,,,,0,68,5,73,0,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,216,B,47,31,6,8,0,0,0,0,40,1,0,8,59,14,1,6,,,,2,221,23,246,516,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,216,C01,42,28,6,7,0,0,0,0,31,4,0,10,54,15,8,6,,,,0,211,24,235,516,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,216,C02,43,27,8,1,1,0,0,1,25,1,0,17,62,15,13,9,,,,0,223,20,243,516,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,217,B,38,22,4,0,0,0,0,0,42,5,0,12,56,17,6,11,,,,1,213,10,224,438,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,217,C01,38,38,0,0,0,0,0,0,20,1,0,8,55,20,8,2,,,,1,190,11,202,437,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,218,B,42,30,5,2,0,0,1,0,20,3,0,16,41,13,4,4,,,,0,181,19,200,410,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,218,C01,37,26,2,3,1,0,1,0,25,4,0,10,43,21,9,7,,,,1,189,22,212,409,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,219,B,49,33,10,3,0,0,0,0,54,4,0,13,70,25,8,11,,,,1,280,23,304,589,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,219,C01,40,30,8,2,0,0,0,0,36,5,0,15,92,24,12,8,,,,2,272,23,297,589,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,219,C02,52,25,7,4,2,0,0,0,40,1,0,14,73,32,8,13,,,,1,271,31,303,588,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,220,B,70,46,5,2,0,0,0,0,32,2,0,16,67,29,8,12,,,,0,289,29,318,721,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,220,C01,68,45,13,3,0,1,0,0,36,1,0,12,89,16,7,13,,,,1,304,31,336,721,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,220,E01,50,38,7,1,1,0,0,0,35,13,2,8,107,21,8,4,,,,1,295,23,319,677,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,220,E01C01,51,36,10,2,1,0,0,0,26,8,0,20,102,15,6,0,,,,2,277,0,279,677,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,220,E01C02,47,24,9,3,0,0,0,0,27,2,2,9,96,12,7,5,,,,0,243,19,262,677,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,220,E01C03,47,39,6,10,0,0,0,2,39,5,0,8,82,22,6,15,,,,4,281,15,300,677,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,220,E01C04,33,44,6,5,0,0,0,0,28,2,2,8,85,22,10,5,,,,0,250,14,264,677,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,220,E01C05,76,41,5,4,1,0,0,0,34,6,1,11,94,14,3,12,,,,0,302,0,302,676,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,221,B,55,31,3,2,1,0,0,0,20,5,1,3,59,17,8,9,,,,1,214,19,234,545,ACTA CASILLA,,,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,221,C01,28,37,7,4,3,0,0,0,20,9,0,5,60,15,10,14,,,,0,212,8,220,545,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,221,C02,43,0,0,0,0,0,0,34,30,5,0,4,68,17,4,9,,,,0,214,18,232,544,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,222,B,36,37,14,6,0,0,0,0,25,7,0,4,94,30,8,9,,,,1,270,16,287,628,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,222,C01,38,46,10,7,0,0,0,1,26,4,0,11,96,23,12,11,,,,1,285,15,301,628,ACTA CASILLA,,,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,222,C02,36,37,17,4,0,0,0,0,30,2,0,10,69,24,7,8,,,,0,244,23,267,627,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,222,E01,44,0,0,0,0,0,0,99,54,6,0,8,79,9,7,8,,,,0,314,27,341,708,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,222,E01C01,30,59,22,1,0,0,0,0,48,6,1,6,95,19,23,9,,,,1,319,33,353,708,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,222,E01C02,41,101,24,4,4,0,0,0,65,5,0,7,78,20,5,9,,,,20,363,0,383,708,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,222,E01C03,27,84,22,4,1,0,0,0,45,3,1,2,96,11,10,7,,,,1,313,18,332,707,ACTA LEVANTADA EN CONSEJO,ANULADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,222,E01C04,32,73,17,7,2,0,0,0,60,4,0,9,102,20,9,11,,,,1,346,13,360,707,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,223,B,38,76,6,3,0,0,0,0,36,9,0,9,62,17,10,9,,,,0,275,12,287,553,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,223,C01,29,66,6,3,1,0,0,0,30,6,1,8,84,22,6,10,,,,0,272,21,293,552,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,224,B,47,60,9,3,0,0,0,0,62,9,0,7,82,22,16,11,,,,0,328,0,328,718,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,224,C01,52,59,7,1,1,1,0,1,45,5,2,8,69,38,16,18,,,,1,323,16,340,717,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,225,B,49,63,7,4,0,0,1,0,33,6,1,14,56,21,9,13,,,,1,277,22,300,572,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,225,C01,49,44,6,4,0,0,0,0,49,3,0,12,84,23,5,10,,,,0,289,9,298,572,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,226,B,37,38,10,2,0,1,0,1,58,1,0,4,78,30,6,14,,,,0,280,14,294,574,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,226,C01,52,51,7,3,2,0,0,0,39,6,0,10,56,32,9,14,,,,0,281,18,299,573,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,227,B,49,33,15,5,2,0,0,0,33,10,0,5,87,22,7,10,,,,0,278,24,302,668,ACTA CASILLA,,,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,227,C01,44,40,9,4,1,0,0,1,47,4,1,10,96,30,9,12,,,,1,308,15,324,668,ACTA CASILLA,,,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,227,C02,47,43,10,4,0,0,1,0,29,2,2,9,143,29,5,10,,,,0,334,20,354,667,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,228,B,50,35,7,2,1,0,0,0,35,0,0,14,45,18,5,7,,,,1,219,19,239,421,ACTA CASILLA,,,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,228,C01,54,30,5,1,1,0,0,0,21,2,1,7,46,17,8,4,,,,2,197,11,210,420,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,229,B,41,22,4,3,0,0,1,0,40,3,1,6,56,20,6,6,,,,0,209,21,230,464,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,229,C01,37,38,8,0,0,1,0,1,32,2,0,6,63,18,6,5,,,,0,217,21,238,463,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,230,B,54,32,10,1,0,0,0,0,45,1,0,14,77,28,7,5,,,,1,274,31,306,571,ACTA CASILLA,,,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,230,C01,60,40,7,1,0,0,0,1,40,4,2,24,77,24,5,5,,,,0,290,32,322,570,ACTA CASILLA,,,
,17,MORELOS,2,CUERNAVACA ORIENTE,7,CUERNAVACA,230,C02,46,29,6,1,2,0,0,0,42,1,1,14,63,28,13,10,,,,1,256,26,283,570,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,231,B,37,36,3,1,0,0,0,0,32,4,0,10,97,20,4,7,,,,2,251,15,268,457,ACTA CASILLA,,,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,231,C01,31,46,6,0,1,0,0,0,31,1,1,18,77,16,11,5,,,,0,244,13,257,457,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,232,B,52,38,10,4,3,0,0,0,64,5,2,14,87,25,11,5,,,,1,320,15,336,586,ACTA CASILLA,,,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,232,C01,53,36,11,2,1,0,0,0,35,1,0,11,104,17,5,9,,,,1,285,29,315,586,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,232,C02,46,30,5,9,1,0,0,1,53,1,1,17,100,17,9,6,,,,1,296,11,308,586,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,233,B,26,37,6,2,1,0,0,0,32,3,0,13,82,26,5,6,,,,0,239,17,256,488,ACTA CASILLA,,,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,233,C01,29,36,8,2,0,0,0,0,34,3,0,26,71,22,8,9,,,,0,248,16,264,488,ACTA CASILLA,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,234,B,50,37,3,6,0,0,0,0,21,3,0,17,59,21,4,10,,,,2,231,18,251,492,ACTA CASILLA,,,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,234,C01,40,31,1,1,0,0,0,0,18,6,0,11,54,25,5,10,,,,2,202,26,230,492,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,235,B,10,5,4,0,0,1,0,0,17,0,0,1,24,1,3,0,,,,0,66,2,68,362,ACTA CASILLA,,,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,236,B,58,42,3,0,0,0,0,2,45,6,0,16,71,34,5,10,,,,2,292,19,313,585,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,237,B,39,38,7,4,0,0,0,0,10,4,0,9,52,33,7,9,,,,3,212,22,237,517,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,237,C01,47,31,8,0,0,0,0,0,24,4,0,19,57,20,6,8,,,,0,224,27,251,516,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,238,B,34,27,6,4,0,0,0,0,26,2,0,3,41,20,4,3,,,,0,170,18,188,378,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,238,C01,34,28,7,0,1,0,0,0,26,1,0,6,36,17,8,6,,,,0,170,30,200,378,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,239,B,63,58,8,5,1,0,0,1,29,3,1,15,104,32,13,12,,,,1,345,20,366,691,ACTA CASILLA,,,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,239,C01,56,42,8,2,1,0,0,0,63,5,0,17,87,34,13,10,,,,2,338,31,371,690,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,239,C02,57,51,8,3,0,0,0,0,33,3,0,17,95,24,7,7,,,,0,305,21,326,690,ACTA CASILLA,,,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,239,C03,56,43,8,2,1,0,0,1,32,0,0,14,87,21,12,10,,,,2,287,30,319,690,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,239,C04,67,48,5,11,0,0,0,0,31,1,0,14,83,29,12,10,,,,23,311,0,334,690,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,239,C05,68,49,14,6,2,0,0,0,41,6,0,17,79,33,7,8,,,,2,330,15,347,690,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,239,E01,57,49,6,5,0,0,0,0,34,8,0,21,93,40,14,14,,,,0,341,28,369,721,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,239,E01C01,73,25,7,6,0,0,0,0,32,3,0,15,97,36,16,15,,,,3,325,36,364,721,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,239,E01C02,61,60,6,6,0,1,0,0,32,3,0,28,90,42,16,12,,,,0,357,23,380,721,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,239,E01C03,60,54,4,4,0,0,0,0,32,6,0,20,68,28,11,9,,,,1,296,29,326,721,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,239,E01C04,62,42,6,1,1,0,0,0,43,3,1,25,88,40,17,8,,,,3,337,32,372,720,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,240,B,60,45,10,3,0,0,0,1,42,2,0,16,61,40,9,8,,,,2,297,34,333,657,ACTA CASILLA,,,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,240,C01,57,48,9,2,0,0,0,2,28,2,0,78,63,32,16,9,,,,3,346,35,384,657,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,240,C02,53,0,0,0,0,0,0,47,38,3,0,21,77,46,8,12,,,,0,305,20,325,656,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,241,B,45,0,0,0,0,0,0,50,0,0,60,2,88,19,11,11,,,,0,286,18,304,555,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,241,C01,32,43,10,4,1,0,0,1,69,4,1,7,79,17,14,10,,,,0,292,14,306,554,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,241,C02,43,26,8,3,0,1,0,0,50,3,0,12,85,20,15,6,,,,0,272,23,295,554,ACTA CASILLA,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,242,B,73,34,10,7,0,0,0,0,60,3,2,23,71,26,6,8,,,,1,323,22,346,696,ACTA LEVANTADA EN CONSEJO,MODIFICADA,SDF-JRC-309/2015,
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,242,C01,58,53,6,3,2,0,0,0,41,4,0,27,63,29,11,7,,,,1,304,24,329,696,ACTA CASILLA,,,
