CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,CP,MC,NA,MORENA,ES,PAN_MC,PRI_NA,PRI_NA_CP,PRI_PVEM_NA,PRI_PVEM_CP,PRI_CP,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,24,SAN LUIS POTOSI,14,TANCANHUITZ,12,TANCANHUITZ,265,B,1,0,B,,,119,14,,3,,,44,1,130,,,92,,,,0,0,0,0,403,0,43,446,587,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,12,TANCANHUITZ,265,C,1,0,C01,,,120,12,,3,,,29,1,116,,,96,,,,0,1,1,0,379,0,52,431,586,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,266,B,1,0,B,,,43,6,,,,32,117,12,60,,,,120,,,,,,,390,0,19,409,743,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,266,C,1,0,C01,,,72,5,,,,31,122,17,61,,,,107,,,,,,,415,0,17,432,743,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,266,C,2,0,C02,,,49,5,,,,39,111,13,59,,,,123,,,,,,,399,0,14,413,742,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,266,C,3,0,C03,,,37,8,,,,41,114,9,51,,,,118,,,,,,,378,1,31,410,742,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,266,C,4,0,C04,,,39,11,,,,40,115,19,55,,,,111,,,,,,,390,1,32,423,742,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,266,C,5,0,C05,,,40,3,,,,51,102,28,53,,,,119,,,,,,,396,0,19,415,742,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,266,C,6,0,C06,,,41,6,,,,50,151,14,64,,,,109,,,,,,,435,1,17,453,742,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,266,C,7,0,C07,,,55,6,,,,28,110,11,49,,,,123,,,,,,,382,0,22,404,742,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,266,C,8,0,C08,,,54,3,,,,40,116,11,62,,,,119,,,,,,,405,0,16,421,742,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,267,B,1,0,B,,,43,5,,,,15,141,17,52,,,,74,,,,,,,347,0,28,375,647,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,267,C,1,0,C01,,,50,6,,,,17,105,24,64,,,,66,,,,,,,332,0,17,349,647,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,267,C,2,0,C02,,,26,15,,,,14,120,22,46,,,,77,,,,,,,320,1,24,345,647,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,267,C,3,0,C03,,,38,8,,,,15,106,21,59,,,,83,,,,,,,330,1,22,353,647,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,268,B,1,0,B,,,53,4,,,,33,137,20,68,,,,127,,,,,,,442,0,9,451,683,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,269,B,1,0,B,,,47,8,,,,23,128,20,55,,,,102,,,,,,,383,1,12,396,720,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,270,B,1,0,B,,,36,2,,,,13,76,12,45,,,,87,,,,,,,271,0,11,282,417,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,270,C,1,0,C01,,,37,3,,,,10,70,14,51,,,,82,,,,,,,267,0,11,278,417,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,271,B,1,0,B,,,38,11,,,,22,111,31,57,,,,83,,,,,,,353,0,28,381,676,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,271,C,1,0,C01,,,54,11,,,,19,111,25,41,,,,75,,,,,,,336,1,31,368,675,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,271,C,2,0,C02,,,54,11,,,,19,111,27,41,,,,75,,,,,,,338,1,31,370,675,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,271,C,3,0,C03,,,62,9,,,,16,118,24,59,,,,68,,,,,,,356,0,21,377,675,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,271,C,4,0,C04,,,54,9,,,,23,123,16,63,,,,76,,,,,,,364,0,16,380,675,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,272,B,1,0,B,,,30,8,,,,14,72,21,67,,,,86,,,,,,,298,0,24,322,591,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,272,C,1,0,C01,,,29,10,,,,14,70,28,80,,,,75,,,,,,,306,0,27,333,590,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,273,B,1,0,B,,,46,13,,,,26,100,12,62,,,,94,,,,,,,353,0,23,376,600,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,273,C,1,0,C01,,,36,8,,,,24,123,8,60,,,,72,,,,,,,331,0,18,349,599,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,274,B,1,0,B,,,55,8,,,,29,123,19,56,,,,85,,,,,,,375,0,17,392,721,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,274,C,1,0,C01,,,46,13,,,,34,103,23,69,,,,99,,,,,,,387,0,17,404,721,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,274,C,2,0,C02,,,51,7,,,,32,137,18,51,,,,76,,,,,,,372,0,20,392,720,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,274,C,3,0,C03,,,54,5,,,,21,127,20,64,,,,72,,,,,,,363,0,18,381,720,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,274,C,4,0,C04,,,41,11,,,,33,114,13,57,,,,79,,,,,,,348,0,18,366,720,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,275,B,1,0,B,,,56,2,,,,29,109,16,74,,,,67,,,,,,,353,0,8,361,579,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,275,C,1,0,C01,,,42,7,,,,35,119,19,42,,,,70,,,,,,,334,1,26,361,579,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,275,C,2,0,C02,,,39,5,,,,30,108,14,56,,,,94,,,,,,,346,1,20,367,578,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,275,C,3,0,C03,,,52,3,,,,46,106,12,48,,,,69,,,,,,,336,0,17,353,578,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,276,B,1,0,B,,,41,13,,,,15,102,11,72,,,,85,,,,,,,339,1,16,356,528,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,276,C,1,0,C01,,,30,5,,,,17,97,21,70,,,,58,,,,,,,298,0,20,318,527,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,277,B,1,0,B,,,41,6,,,,29,114,13,52,,,,94,,,,,,,349,0,12,361,682,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,277,C,1,0,C01,,,60,5,,,,25,130,10,54,,,,103,,,,,,,387,2,15,404,682,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,277,C,2,0,C02,,,60,4,,,,19,98,14,48,,,,99,,,,,,,342,0,16,358,681,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,277,C,3,0,C03,,,56,4,,,,17,116,11,48,,,,106,,,,,,,358,0,12,370,681,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,277,C,4,0,C04,,,49,7,,,,32,103,7,63,,,,115,,,,,,,376,0,19,395,681,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,277,C,5,0,C05,,,57,8,,,,14,106,13,61,,,,91,,,,,,,350,0,17,367,681,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,277,C,6,0,C06,,,54,4,,,,22,111,22,62,,,,103,,,,,,,378,0,14,392,681,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,278,B,1,0,B,,,39,8,,,,23,103,18,56,,,,55,,,,,,,302,0,15,317,534,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,278,C,1,0,C01,,,30,10,,,,18,111,22,65,,,,70,,,,,,,326,0,21,347,533,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,278,C,2,0,C02,,,30,2,,,,24,113,14,51,,,,68,,,,,,,302,0,15,317,533,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,279,B,1,0,B,,,23,12,,,,11,78,13,54,,,,93,,,,,,,284,0,17,301,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,279,C,1,0,C01,,,27,9,,,,14,100,12,55,,,,74,,,,,,,291,0,17,308,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,279,C,2,0,C02,,,25,5,,,,6,71,14,49,,,,82,,,,,,,252,0,18,270,502,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,280,B,1,0,B,,,33,13,,,,19,136,26,82,,,,81,,,,,,,390,0,29,419,710,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,280,C,1,0,C01,,,44,11,,,,23,128,19,85,,,,78,,,,,,,388,0,17,405,710,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,281,B,1,0,B,,,43,4,,,,14,114,15,64,,,,72,,,,,,,326,1,16,343,561,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,281,C,1,0,C01,,,49,5,,,,14,109,11,81,,,,71,,,,,,,340,0,12,352,560,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,282,B,1,0,B,,,66,2,,,,34,101,20,119,,,,86,,,,,,,428,0,25,453,658,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,282,C,1,0,C01,,,46,4,,,,37,122,16,116,,,,77,,,,,,,418,0,27,445,658,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,282,C,2,0,C02,,,52,2,,,,52,115,16,120,,,,66,,,,,,,423,0,20,443,658,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,282,S,1,0,SMR01,,,5,0,,,,4,11,1,9,,,,35,,,,,,,65,0,1,66,,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,282,S,1,0,SRP01,50,30,12,5,5,1,5,9,104,6,,,,,,,,,,,,227,0,16,243,,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,283,B,1,0,B,,,63,7,,,,39,139,18,60,,,,70,,,,,,,396,0,18,414,633,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,283,C,1,0,C01,,,58,1,,,,32,121,6,62,,,,95,,,,,,,375,0,27,402,633,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,283,C,2,0,C02,,,59,5,,,,32,135,20,83,,,,79,,,,,,,413,0,13,426,632,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,284,B,1,0,B,,,44,7,,,,41,65,16,70,,,,76,,,,,,,319,0,8,327,549,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,284,C,1,0,C01,,,43,8,,,,28,87,13,59,,,,65,,,,,,,303,0,18,321,549,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,284,C,2,0,C02,,,33,5,,,,27,84,13,45,,,,66,,,,,,,273,0,17,290,548,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,285,B,1,0,B,,,28,5,,,,11,71,15,39,,,,54,,,,,,,223,0,22,245,401,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,285,C,1,0,C01,,,24,8,,,,4,80,19,41,,,,58,,,,,,,234,0,16,250,401,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,286,B,1,0,B,,,61,10,,,,37,104,14,54,,,,110,,,,,,,390,0,19,409,677,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,286,C,1,0,C01,,,95,9,,,,18,97,10,54,,,,102,,,,,,,385,1,23,409,677,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,287,B,1,0,B,,,40,2,,,,30,118,14,74,,,,74,,,,,,,352,0,14,366,602,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,287,C,1,0,C01,,,46,6,,,,61,117,7,51,,,,69,,,,,,,357,0,14,371,602,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,287,C,2,0,C02,,,42,5,,,,44,113,21,49,,,,72,,,,,,,346,0,14,360,601,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,288,B,1,0,B,,,41,11,,,,15,84,24,76,,,,81,,,,,,,332,0,29,361,598,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,288,C,1,0,C01,,,27,7,,,,18,135,23,60,,,,70,,,,,,,340,0,18,358,597,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,289,B,1,0,B,,,61,10,,,,37,104,14,54,,,,10,,,,,,,290,0,19,309,740,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,289,C,1,0,C01,,,68,8,,,,22,149,13,69,,,,102,,,,,,,431,0,16,447,740,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,289,C,2,0,C02,,,59,6,,,,15,156,18,66,,,,108,,,,,,,428,0,21,449,740,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,289,C,3,0,C03,,,59,9,,,,15,161,10,65,,,,102,,,,,,,421,2,19,442,739,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,289,C,4,0,C04,,,62,8,,,,21,163,15,71,,,,109,,,,,,,449,0,15,464,739,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,289,C,5,0,C05,,,58,17,,,,15,150,18,66,,,,110,,,,,,,434,0,20,454,739,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,290,B,1,0,B,,,48,2,,,,9,83,8,52,,,,74,,,,,,,276,0,11,287,463,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,290,C,1,0,C01,,,43,10,,,,8,111,6,53,,,,48,,,,,,,279,0,17,296,462,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,291,B,1,0,B,,,59,7,,,,24,87,12,79,,,,84,,,,,,,352,1,11,364,527,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,291,C,1,0,C01,,,58,3,,,,13,90,7,89,,,,67,,,,,,,327,0,16,343,527,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,292,B,1,0,B,,,43,6,,,,17,68,13,77,,,,80,,,,,,,304,0,23,327,558,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,292,C,1,0,C01,,,48,5,,,,22,123,19,66,,,,89,,,,,,,372,0,3,375,558,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,293,B,1,0,B,,,81,5,,,,21,101,12,56,,,,53,,,,,,,329,0,17,346,592,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,293,C,1,0,C01,,,70,3,,,,25,96,15,73,,,,60,,,,,,,342,0,12,354,592,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,294,B,1,0,B,,,104,10,,,,35,112,18,77,,,,86,,,,,,,442,0,15,457,636,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,294,C,1,0,C01,,,89,7,,,,29,130,16,78,,,,102,,,,,,,451,0,17,468,635,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,295,B,1,0,B,,,57,5,,,,31,108,10,34,,,,78,,,,,,,323,0,18,341,574,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,295,C,1,0,C01,,,52,8,,,,22,107,13,50,,,,56,,,,,,,308,0,20,328,574,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,296,B,1,0,B,,,46,5,,,,21,67,7,67,,,,35,,,,,,,248,0,12,260,385,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,296,C,1,0,C01,,,52,3,,,,15,57,11,60,,,,35,,,,,,,233,0,12,245,384,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,297,B,1,0,B,,,57,4,,,,23,116,11,74,,,,70,,,,,,,355,1,23,379,611,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,297,C,1,0,C01,,,54,2,,,,15,100,19,79,,,,61,,,,,,,330,0,27,357,611,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,297,C,2,0,C02,,,55,5,,,,26,119,13,72,,,,83,,,,,,,373,0,16,389,611,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,298,B,1,0,B,,,38,7,,,,6,101,16,63,,,,73,,,,,,,304,0,19,323,557,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,298,C,1,0,C01,,,45,18,,,,13,100,15,64,,,,74,,,,,,,329,0,24,353,556,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,298,C,2,0,C02,,,24,4,,,,14,107,11,64,,,,59,,,,,,,283,0,10,293,556,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,299,B,1,0,B,,,31,7,,,,19,126,11,91,,,,109,,,,,,,394,0,18,412,630,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,299,C,1,0,C01,,,39,3,,,,15,106,15,89,,,,124,,,,,,,391,0,22,413,629,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,300,B,1,0,B,,,59,7,,,,16,150,24,88,,,,87,,,,,,,431,0,12,443,686,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,300,C,1,0,C01,,,57,3,,,,22,161,23,68,,,,73,,,,,,,407,0,22,429,686,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,300,C,2,0,C02,,,50,6,,,,26,166,21,60,,,,91,,,,,,,420,0,18,438,685,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,300,C,3,0,C03,,,57,7,,,,28,143,18,73,,,,81,,,,,,,407,0,22,429,685,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,300,C,4,0,C04,,,70,6,,,,24,168,14,72,,,,75,,,,,,,429,0,23,452,685,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,301,B,1,0,B,,,40,4,,,,22,108,11,62,,,,77,,,,,,,324,0,13,337,513,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,301,C,1,0,C01,,,38,4,,,,19,112,10,81,,,,82,,,,,,,346,1,13,360,513,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,302,B,1,0,B,,,28,2,,,,21,66,13,96,,,,66,,,,,,,292,0,8,300,435,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,303,B,1,0,B,,,38,11,,,,38,100,9,99,,,,87,,,,,,,382,1,20,403,629,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,304,B,1,0,B,,,56,3,,,,14,85,9,83,,,,61,,,,,,,311,0,14,325,494,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,304,C,1,0,C01,,,45,7,,,,25,100,6,62,,,,48,,,,,,,293,1,12,306,493,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,305,B,1,0,B,,,41,5,,,,29,97,14,59,,,,83,,,,,,,328,0,13,341,556,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,306,B,1,0,B,,,14,2,,,,11,43,11,62,,,,35,,,,,,,178,0,11,189,284,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,307,B,1,0,B,,,21,6,,,,19,81,9,77,,,,44,,,,,,,257,0,9,266,405,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,308,B,1,0,B,,,34,4,,,,15,81,10,88,,,,88,,,,,,,320,0,14,334,507,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,308,C,1,0,C01,,,43,4,,,,11,76,19,64,,,,97,,,,,,,314,0,19,333,507,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,309,B,1,0,B,,,53,9,,,,16,130,16,78,,,,81,,,,,,,383,0,16,399,638,ACTA LEVANTADA EN CONSEJO,,,
