"emm","yr","inegi","ife","mun","edon","date","status","check","ncoal","coal1","coal2","coal3","coal4","ncand","dextra","win","mg","dcoalpan","dcoalpri","dcoalprd","dcoalmor","dcoalpve","dcoalpt","dcoalmc","pan","pri","prd","pvem","pt","mc","morena","oth","efec","lisnom"
"jal-17.025",2018,14025,14026,"COLOTLAN",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pan-prd-mc",0.0808,1,0,1,1,0,1,1,0.257206403659234,0.230531732418525,0.00668724985706118,0.00697541452258433,0.00791423670668954,0.108662092624357,0.0849594053744997,0.29706346483705,8745,14727
"jal-17.026",2018,14026,14027,"CONCEPCION DE BUENOS AIRES",14,20180701,"ok","",0,"none","none","none","none",4,0,"pvem",0.1538,0,0,0,0,0,0,0,0.102696500286862,0.173838209982788,0,0.438611589213999,0,0.284853700516351,0,0,3486,4955
"jal-17.027",2018,14027,14028,"CUAUTITLAN DE GARCIA BARRAGAN",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",4,0,"pan",0.0523,0,0,0,1,0,1,0,0.444577352472089,0.141248006379585,0,0,0.00833632376395534,0.392244816586922,0.0103877591706539,0.00320574162679426,10032,13082
"jal-17.028",2018,14028,14029,"CUAUTLA",14,20180701,"ok","",0,"none","none","none","none",4,0,"pan",0.3893,0,0,0,0,0,0,0,0.624320652173913,0.235054347826087,0,0,0,0.121603260869565,0.0190217391304348,0,1472,2172
"jal-17.029",2018,14029,14030,"CUQUIO",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",4,0,"pt-morena-pes",0.3095,0,0,0,1,0,1,0,0.0140202304317253,0.118900248777577,0,0,0.5404733621056,0.278774349281979,0.0437420321074145,0.00408977729570405,9201,14066
"jal-17.030",2018,14030,14031,"CHAPALA",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",7,0,"mc",0.002,0,0,0,1,0,1,0,0.292621745523744,0.215119799325318,0,0.0124989187786524,0.0539806245134504,0.294654441657296,0.0485096444944209,0.0826148257071188,23122,37393
"jal-17.031",2018,14031,14032,"CHIMALTITAN",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",4,0,"pri",0.0241,0,0,0,1,0,1,0,0.423919785451965,0.448016278519761,0,0,0.000499779115480212,0.124052316163838,0.00250782020446321,0.0010040205444915,2241,2812
"jal-17.032",2018,14032,14033,"CHIQUILISTLAN",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pri",0.0589,1,0,1,1,0,1,1,0.059992942812803,0.434051270807568,0.277912716982813,0.000685163805536809,0.0122644321191089,0.0372249495548148,0.166789425181825,0.0110790987355302,2919,4346
"jal-17.033",2018,14033,14034,"DEGOLLADO",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pri",0.1801,1,0,1,1,0,1,1,0.242124088150241,0.467695467258621,0.0194898279471772,0.134074138792082,0.00730342714208515,0.0259497637253411,0.0565495162868259,0.0468137706976278,9271,18356
"jal-17.034",2018,14034,14035,"EJUTLA",14,20180701,"ok","",0,"none","none","none","none",6,0,"prd",0.1069,0,0,0,0,0,0,0,0,0.314194577352472,0.421052631578947,0,0.00398724082934609,0.236044657097289,0.0239234449760766,0.000797448165869219,1254,1924
"jal-17.035",2018,14035,14036,"ENCARNACION DE DIAZ",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",4,0,"pan-prd-mc",0.3312,1,0,1,1,0,1,1,0.599672196383479,0.291790589446293,0.00624273063815368,0,0.00897773572582082,0.0170825572652029,0.0565484869093592,0.0196857036316917,21159,37578
"jal-17.036",2018,14036,14037,"ETZATLAN",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",8,0,"mc",0.2122,0,0,0,1,0,1,0,0.255895639888415,0.0786737500502009,0.0017505939147296,0.0171970108094025,0.00497580576233731,0.468129408021221,0.0268911820524993,0.146486609501194,9711,14700
"jal-17.037",2018,14037,14039,"GRULLO--EL",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pan-prd-mc",0.2253,1,0,1,1,0,1,1,0.359496180053686,0.269977286805699,0.025123890150733,0.00702044187487095,0.0146252322940326,0.110630807350816,0.156211026223415,0.0569151352467479,9686,19541
"jal-17.038",2018,14038,14040,"GUACHINANGO",14,20180701,"ok","",0,"none","none","none","none",6,0,"pvem",0.0473,0,0,0,0,0,0,0,0.0979827089337176,0.266776451214492,0.0695759571840263,0.314121037463977,0,0.247838616714697,0,0.00370522848909016,2429,3604
"jal-17.039",2018,14039,14041,"GUADALAJARA",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",7,0,"mc",0.0901,0,0,0,1,0,1,0,0.127231787690652,0.142304890776825,0.0139167045179827,0.0298215096813914,0.0209799710038049,0.38013841678337,0.249187802999879,0.0364189165460954,751471,1263338
"jal-17.040",2018,14040,14042,"HOSTOTIPAQUILLO",14,20180701,"ok","",1,"pan-prd-mc","none","none","none",3,0,"pan-prd-mc",0.1938,1,0,1,0,0,0,1,0.371496358938219,0.389711064129669,0.0751609114399812,0,0,0.136852243363871,0,0.0267794221282593,4257,6649
"jal-17.041",2018,14041,14043,"HUEJUCAR",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",4,0,"mc",0.2024,0,0,0,1,0,1,0,0.114025410562744,0.277651874720281,0,0,0.0173974270166107,0.480046978469152,0.106750589368841,0.00412771986237133,3508,5270
"jal-17.042",2018,14042,14044,"HUEJUQUILLA EL ALTO",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",4,0,"pan",0.1418,0,0,0,1,0,1,0,0.438953488372093,0.297182468694097,0,0,0.00983005366726297,0.131261180679785,0.120943649373882,0.00182915921288014,4472,7162
"jal-17.043",2018,14043,14045,"HUERTA--LA",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",4,0,"pan-prd-mc",0.1185,1,0,1,1,0,1,1,0.0404940341746688,0.385110788929195,0.0135875922661265,0.00391372752976825,0.0089511297191944,0.449483779338824,0.0942938722333208,0.00416507580890225,11498,18148
"jal-17.044",2018,14044,14046,"IXTLAHUACAN DE LOS MEMBRILLOS",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pri",0.1733,1,0,1,1,0,1,1,0.0636883961223661,0.482382306843908,0.0147321065768851,0.0372670807453416,0.0123834678121553,0.230629244790155,0.132618563882278,0.0262988332269112,17227,33413
"jal-17.045",2018,14045,14047,"IXTLAHUACAN DEL RIO",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",6,0,"mc",0.0754,0,0,0,1,0,1,0,0.0574837310195228,0.36236442516269,0,0.0372017353579176,0.0251865509761388,0.437744034707158,0.0540368763557484,0.0259826464208243,9220,15159
"jal-17.046",2018,14046,14048,"JALOSTOTITLAN",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",6,0,"pan",0.0043,0,0,0,1,0,1,0,0.314272816191408,0.291475434504552,0.00549243849221278,0,0.00727033330825371,0.309984199834474,0.0323301482206004,0.039174629448499,13291,24185
"jal-17.047",2018,14047,14049,"JAMAY",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pri",0.237,1,0,1,1,0,1,1,0.257823741007194,0.526708633093525,0.0051339928057554,0.0995503597122302,0.00692625899280576,0.0267904676258993,0.0709460431654676,0.0061205035971223,11120,18745
"jal-17.048",2018,14048,14050,"JESUS MARIA",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",5,0,"pan",0.1107,0,0,0,1,0,1,0,0.497451002605642,0.0569842528605415,0,0.0268494392205732,0.0159737170046448,0.386767871303954,0.0159737170046448,0,8827,16340
"jal-17.049",2018,14049,14051,"JILOTLAN DE LOS DOLORES",14,20180701,"ok","",1,"pan-prd-mc","none","none","none",3,0,"pan-prd-mc",0.5006,1,0,1,0,0,0,1,0.249333446043971,0.246973376681235,0.249104978535478,0.00548322020383871,0,0.249104978535478,0,0,4377,6460
"jal-17.050",2018,14050,14052,"JOCOTEPEC",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pan-prd-mc",0.1631,1,0,1,1,0,1,1,0.0586414397083298,0.263111357915735,0.00570460241042177,0.097509862544148,0.00732260504484076,0.361832656548779,0.166143584098951,0.0397338917287948,18152,33165
"jal-17.051",2018,14051,14053,"JUANACATLAN",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",7,0,"mc",0.069,0,0,0,1,0,1,0,0.261081402257873,0.19691027926322,0.0023767082590612,0.0982768865121806,0.00746999405822935,0.330124777183601,0.0918871063576946,0.0118728461081402,8415,12853
"jal-17.052",2018,14052,14054,"JUCHITLAN",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",4,0,"pan-prd-mc",0.3286,1,0,1,1,0,1,1,0.460223295111648,0.231140615570308,0.0348642124321062,0.176523838261919,0.00221484610742305,0.0646590223295112,0.0284761617380809,0.00189800844900422,3314,5064
"jal-17.053",2018,14053,14055,"LAGOS DE MORENO",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",7,0,"pan-prd-mc",0.4163,1,0,1,1,0,1,1,0.148524094864677,0.215013543793888,0.0111341777566315,0.0118375672212882,0.0081493107744286,0.471683730713041,0.0979486990956007,0.0357088757804443,65554,120622
"jal-17.054",2018,14054,14056,"LIMON--EL",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",4,0,"pt-morena-pes",0.1811,1,0,1,1,0,1,1,0.02913697286695,0.323962079110821,0.107744360902256,0.0035959463877084,0.0331578947368421,0.0304936253677672,0.462196796338673,0.00971232428898333,3059,5459
"jal-17.055",2018,14055,14057,"MAGDALENA",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pri",0.0912,1,0,1,1,0,1,1,0.201877098723976,0.368703828072532,0.0182046115961495,0,0.0105036937541974,0.0573975822699798,0.152700917841952,0.190612267741213,8934,15218
"jal-17.056",2018,14056,14058,"SANTA MARIA DEL ORO",14,20180701,"ok","",0,"none","none","none","none",3,0,"pri",0.1511,0,0,0,0,0,0,0,0.23602033405955,0.457516339869281,0,0,0,0.306463326071169,0,0,1377,2012
"jal-17.057",2018,14057,14059,"MANZANILLA DE LA PAZ--LA",14,20180701,"ok","",1,"pan-prd-mc","none","none","none",3,0,"pvem",0.3203,1,0,1,0,0,0,1,0.0504655792845042,0.0416321449623044,0.00941051355930107,0.639321354817169,0,0.259170407376721,0,0,2426,3265
"jal-17.058",2018,14058,14060,"MASCOTA",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",6,0,"mc",0.0099,0,0,0,1,0,1,0,0.115776258892454,0.321244246059423,0,0.00516111033616962,0.0203445389873065,0.331147998326126,0.177837913237551,0.0284879341609709,7169,11035
"jal-17.059",2018,14059,14061,"MAZAMITLA",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",6,0,"pvem",0.1598,0,0,0,1,0,1,0,0.0115036976170912,0.283347028211449,0,0.443166255820323,0.00623390851821419,0.198986579019447,0.0392056970692961,0.0175568337441797,7302,10515
"jal-17.060",2018,14060,14062,"MEXTICACAN",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",5,0,"pan",0.0596,0,0,0,1,0,1,0,0.306451612903226,0.246811702925731,0,0,0.0110915228807202,0.201050262565641,0.218405851462866,0.0161890472618155,2666,4872
"jal-17.061",2018,14061,14063,"MEZQUITIC",14,20180701,"ok","",0,"none","none","none","none",5,0,"pan",0.1944,0,0,0,0,0,0,0,0.530745295599348,0.336346125351904,0,0,0,0.104163579789598,0.0238553859831086,0.0048896132760409,6749,10018
"jal-17.062",2018,14062,14064,"MIXTLAN",14,20180701,"ok","",0,"none","none","none","none",3,0,"mc",0.0022,0,0,0,0,0,0,0,0,0.435008665511265,0,0,0,0.437175043327556,0,0.127816291161179,2308,3136
"jal-17.063",2018,14063,14065,"OCOTLAN",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",8,0,"mc",0.1384,0,0,0,1,0,1,0,0.195516249435371,0.108456363074436,0.0133846848774457,0.0124575042198607,0.0163160021871954,0.382711646815491,0.220008320852055,0.0511492285381452,42063,76185
"jal-17.064",2018,14064,14066,"OJUELOS DE JALISCO",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",4,0,"pan-prd-mc",0.4158,1,0,1,1,0,1,1,0.0453009774203671,0.144358907076935,0.080351226622461,0.118741819467274,0.01102235538609,0.450693335430457,0.143615310764861,0.00591606783155636,12843,22271
"jal-17.065",2018,14065,14067,"PIHUAMO",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",4,0,"pt-morena-pes",0.1162,1,0,1,1,0,1,1,0.0136118274024411,0.0591370122056043,0.0042427368059137,0.368574866769813,0.0180986762936221,0.0696475846656352,0.454914904589995,0.0117723912669761,5817,8988
"jal-17.066",2018,14066,14068,"PONCITLAN",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pan-prd-mc",0.2045,1,0,1,1,0,1,1,0.0938240725273038,0.265325441293548,0.0838275891303355,0.0265877262026055,0.0220256737104075,0.292198609311423,0.186538483727057,0.0296724040973191,19934,36552
"jal-17.067",2018,14067,14069,"PUERTO VALLARTA",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",12,0,"mc",0.1767,0,0,0,1,0,1,0,0.0521020343506687,0.0788682904349997,0.00981173375831645,0.0165128983016676,0.0156352185558894,0.473008131642361,0.27276379835063,0.0812978946054665,104161,212485
"jal-17.068",2018,14068,14070,"VILLA PURIFICACION",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",4,0,"mc",0.2101,0,0,0,1,0,1,0,0.22908560311284,0.236057068741894,0,0,0.00818417639429313,0.446173800259403,0.0776605058365759,0.00283884565499352,6168,9983
"jal-17.069",2018,14069,14071,"QUITUPAN",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",3,0,"pan-prd-mc",0.1069,1,0,1,1,0,1,1,0.0936172883865298,0.436149074238417,0.0278312893129407,0,0.00790479612465855,0.421625201840701,0.0119697487867913,0.000902601309962381,4620,8485
"jal-17.070",2018,14070,14072,"SALTO--EL",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pan-prd-mc",0.2857,1,0,1,1,0,1,1,0.0629747593196989,0.21898217243698,0.0128960359503387,0.0213537139389566,0.0148736325914749,0.441358142128483,0.206182900628147,0.0213786430059207,60973,116230
"jal-17.071",2018,14071,14073,"SAN CRISTOBAL DE LA BARRANCA",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",7,0,"pan",0.0473,0,0,0,1,0,1,0,0.282338806567881,0.0612735282338807,0,0.0416499799759712,0.00290348418101722,0.109331197436924,0.031509811774129,0.470993191830196,2497,2907
"jal-17.072",2018,14072,14074,"SAN DIEGO DE ALEJANDRIA",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pan-prd-mc",0.1303,1,0,1,1,0,1,1,0.480671449067432,0.367862266857963,0.00118507890961263,0.109325681492109,0.0021377331420373,0.0162783357245337,0.0198479196556671,0.00269153515064562,3485,5208
"jal-17.073",2018,14073,14075,"SAN JUAN DE LOS LAGOS",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",6,0,"pna",0.029,1,0,1,1,0,1,1,0.0689302671253544,0.0966081640560018,0.0688942596098658,0.260262321951838,0.0395121269711414,0.0689302671253544,0.0395121269711414,0.357350466189303,27772,51379
"jal-17.074",2018,14074,14076,"SAN JULIAN",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",6,0,"mc",0.1852,0,0,0,1,0,1,0,0.27011565725656,0.227583633876384,0,0.00547195622435021,0.00502673796791444,0.45529163039423,0.030159184181072,0.00635120009949011,8041,12704
"jal-17.075",2018,14075,14077,"SAN MARCOS",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",4,0,"pan-prd-mc",0.2983,1,0,1,1,0,1,1,0.0346253925527142,0.229250785105428,0.0268820098698968,0,0.0137909376401974,0.466083445491252,0.0951502916105877,0.134217137729924,2229,2978
"jal-17.076",2018,14076,14078,"SAN MARTIN DE BOLAÑOS",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",4,0,"mc",0.0238,0,0,0,1,0,1,0,0.256366723259762,0.34295415959253,0,0,0.00363893604980192,0.366723259762309,0.0266779852857951,0.00363893604980192,1767,2598
"jal-17.077",2018,14077,14079,"SAN MARTIN DE HIDALGO",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pan-prd-mc",0.0782,1,0,1,1,0,1,1,0.0239827089337176,0.329466858789625,0.0101837175792507,0.00525936599423631,0.0219279538904899,0.373542507204611,0.130155619596542,0.105481268011527,13880,24014
"jal-17.078",2018,14078,14080,"SAN MIGUEL EL ALTO",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pan-prd-mc",0.2005,1,0,1,1,0,1,1,0.347442915898454,0.128563324351156,0.00609558927811658,0.125372287618777,0.0217727981846547,0.034491561480641,0.0588540632534392,0.277407459934761,14102,24743
"jal-17.079",2018,14079,14038,"GOMEZ FARIAS",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pri",0.1345,1,0,1,1,0,1,1,0.0224847449760214,0.4712346737558,0.00749445177105582,0.0408560879045135,0.00780017759891273,0.306734723088831,0.113452075391989,0.0299430655128759,7196,11914
"jal-17.080",2018,14080,14081,"SAN SEBASTIAN DEL OESTE",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pvem",0.0296,1,0,1,1,0,1,1,0.0026731220657277,0.00469483568075117,0.00445715962441315,0.384389671361502,0.00963615023474178,0.34762323943662,0.240918427230047,0.00560739436619718,3408,4628
"jal-17.081",2018,14081,14082,"SANTA MARIA DE LOS ANGELES",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",3,0,"pan-prd-mc",0.1861,1,0,1,1,0,1,1,0.517305867880763,0.398545626211411,0.00143440111483833,0,0.00240126009414392,0.0659189018660832,0.0134361623415236,0.000957780491236989,2203,3276
"jal-17.082",2018,14082,14083,"SAYULA",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",6,0,"indep_oscar_daniel_carrion",0.1776,1,0,1,1,0,1,1,0.0356666248074857,0.176264022554507,0.0900195783847865,0.0104756395833428,0.0196018085768811,0.0968391546874583,0.124167560783109,0.446965610622429,15369,26405
"jal-17.083",2018,14083,14084,"TALA",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",6,0,"pan-prd-mc",0.0856,1,0,1,1,0,1,1,0.0317225635344278,0.292073723436398,0.0102981166280592,0.0487460972907644,0.0167583173867795,0.33566085876389,0.201816228556082,0.0629240944035989,29787,52877
"jal-17.084",2018,14084,14085,"TALPA DE ALLENDE",14,20180701,"ok","",1,"pan-prd-mc","none","none","none",2,0,"pri",0.0592,1,0,1,0,0,0,1,0.230954876645788,0.529592228045507,0.0104167199284162,0,0,0.229036175380289,0,0,7823,11206
"jal-17.085",2018,14085,14086,"TAMAZULA DE GORDIANO",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pan-prd-mc",0.05,1,0,1,1,0,1,1,0.0711254074071243,0.197881510255275,0.202672929274287,0.278530238358763,0.0113721805024465,0.0547477638679501,0.11726827414452,0.0664016961896342,18314,34083
"jal-17.086",2018,14086,14087,"TAPALPA",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pan-prd-mc",0.0883,1,0,1,1,0,1,1,0.0400625122094159,0.234127759327994,0.238402031646806,0.281500293025982,0.0400566516897832,0.0913342449697206,0.0277866770853682,0.0467298300449306,10238,13919
"jal-17.087",2018,14087,14088,"TECALITLAN",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",5,0,"mc",0.1066,0,0,0,1,0,1,0,0.0574062692071297,0.31899200983405,0.0741241548862938,0,0.0102532267977873,0.425568531038722,0.109779963122311,0.00387584511370621,8135,12901
"jal-17.088",2018,14088,14089,"TECOLOTLAN",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",5,0,"pri",0.014,0,0,0,1,0,1,0,0.143096514745308,0.41532618409294,0,0.00904825737265416,0.00448391420911528,0.401362823949955,0.0254490616621984,0.00123324396782842,8952,13432
"jal-17.089",2018,14089,14090,"TECHALUTA DE MONTENEGRO",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",4,0,"pan-prd-mc",0.1835,1,0,1,1,0,1,1,0.0210040118484169,0.00547692616647117,0.0112048781155723,0.390687399874943,0.00430851525095732,0.541955536487739,0.0244042701767678,0.000958462079132455,2191,3112
"jal-17.090",2018,14090,14091,"TENAMAXTLAN",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",4,0,"pan-prd-mc",0.0989,1,0,1,1,0,1,1,0.505006180469716,0.425463535228677,0.00386897404202719,0,0.00294932014833127,0.0154758961681088,0.040229913473424,0.0070061804697157,4045,6266
"jal-17.091",2018,14091,14092,"TEOCALTICHE",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pan-prd-mc",0.0892,1,0,1,1,0,1,1,0.360250599089266,0.321631854324544,0.0116883805826311,0.0190582100607701,0.0143735579451451,0.0388931567927456,0.183007935681488,0.0510963055234098,15269,30433
"jal-17.092",2018,14092,14093,"TEOCUITATLAN DE CORONA",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",4,0,"pan-prd-mc",0.4186,1,0,1,1,0,1,1,0.629551614522336,0.227706207127321,0.00231721599464614,0.0960348000669232,0.00502091350175673,0.0144420277731303,0.0238514304835202,0.0010757905303664,5977,9438
"jal-17.093",2018,14093,14094,"TEPATITLAN DE MORELOS",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",8,0,"mc",0.0066,0,0,0,1,0,1,0,0.320827996289514,0.0744850357390513,0.00485952248308662,0.117275370231759,0.00731731305226275,0.327428985874048,0.0428395931335777,0.1049661831967,60294,115678
"jal-17.094",2018,14094,14095,"TEQUILA",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",6,0,"pan-prd-mc",0.0907,1,0,1,1,0,1,1,0.189804276911925,0.168901776005799,0.0437332366799565,0.101606862389755,0.0139476863597922,0.0584160927872418,0.15552917723813,0.268060891627401,16554,30803
"jal-17.095",2018,14095,14096,"TEUCHITLAN",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",7,0,"pt-morena-pes",0.0452,0,0,0,1,0,1,0,0.0067964731814842,0.0846803820720059,0.0038574577516532,0.139052167523879,0.0177387950036738,0.327149155033064,0.350675973548861,0.0700495958853784,5444,7847
"jal-17.096",2018,14096,14097,"TIZAPAN EL ALTO",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",6,0,"pri",0.4181,0,0,0,1,0,1,0,0.198582371098662,0.616668572081857,0,0.0185206356465074,0.020002286498228,0.0577340802560878,0.0824774208299989,0.00601463358865897,8747,16686
"jal-17.097",2018,14097,14098,"TLAJOMULCO DE ZUÑIGA",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",8,0,"mc",0.2097,0,0,0,1,0,1,0,0.0783292989078793,0.0609110506754237,0.0181166213927192,0.0207281848911838,0.0150520543292064,0.488409323669023,0.249271271081993,0.0691821950525719,170396,332408
"jal-17.098",2018,14098,14099,"SAN PEDRO TLAQUEPAQUE",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",8,0,"pan-prd-mc",0.0551,1,0,1,1,0,1,1,0.0897702620328843,0.195307548533205,0.00907087523262433,0.0364084822599983,0.0209290843987292,0.241575547903454,0.24888687494197,0.158051324697134,247717,472765
"jal-17.099",2018,14099,14100,"TOLIMAN",14,20180701,"ok","",1,"pan-prd-mc","none","none","none",2,0,"pri",0.0929,1,0,1,0,0,0,1,0.0267949915903569,0.546439917772379,0.0122164081480097,0,0,0.414548682489254,0,0,5351,7671
"jal-17.100",2018,14100,14101,"TOMATLAN",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",4,0,"pan-prd-mc",0.3476,1,0,1,1,0,1,1,0.0173296609274247,0.230516461813671,0.159172491375746,0.0468028870875102,0.0132048504301458,0.401572269184461,0.123650569225248,0.00775080995579261,14294,25466
"jal-17.101",2018,14101,14102,"TONALA",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",6,0,"pan-prd-mc",0.1025,1,0,1,1,0,1,1,0.0814945196647324,0.192072702711001,0.0083530134168432,0.039439992631482,0.0286574560191581,0.309888428356513,0.250977495317921,0.0891163918823493,162855,333899
"jal-17.102",2018,14102,14103,"TONAYA",14,20180701,"ok","",0,"none","none","none","none",5,0,"pri",0.0501,0,0,0,0,0,0,0,0,0.465983489894677,0.415883859948762,0,0.00170794192997438,0.0945061201252491,0.0219185881013379,0,3513,5195
"jal-17.103",2018,14103,14104,"TONILA",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",6,0,"mc",0.0693,0,0,0,1,0,1,0,0.0956422018348624,0.230275229357798,0,0.209862385321101,0.00951605504587156,0.29954128440367,0.0847224770642202,0.0704403669724771,4360,5758
"jal-17.104",2018,14104,14105,"TOTATICHE",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",4,0,"pan",0.1254,0,0,0,1,0,1,0,0.445032111824707,0.319607102380053,0,0,0.00468454854552323,0.188515300340008,0.0398186626369475,0.00234227427276162,2647,3954
"jal-17.105",2018,14105,14106,"TOTOTLAN",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pan-prd-mc",0.3519,1,0,1,1,0,1,1,0.0848430199971456,0.269186891127702,0.0102277786126856,0.0587901145651091,0.00652078778753517,0.526006119086844,0.0283203891111634,0.016104899711815,10580,18009
"jal-17.106",2018,14106,14107,"TUXCACUESCO",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",3,0,"pri",0.0545,1,0,1,1,0,1,1,0.362808905380334,0.502411873840445,0.020961038961039,0,0.00385528756957328,0.0640964749536178,0.0435547309833024,0.00231168831168831,2695,3862
"jal-17.107",2018,14107,14108,"TUXCUECA",14,20180701,"ok","",1,"pt-morena-pes","none","none","none",7,0,"pri",0.0974,0,0,0,1,0,1,0,0.244642360144726,0.379348733648761,0.0242137489563039,0.00417478430281102,0.00433620929585305,0.281937099916504,0.0399053715558029,0.0214416921792374,3593,5327
"jal-17.108",2018,14108,14109,"TUXPAN",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pna",0.0371,1,0,1,1,0,1,1,0.0233337452119115,0.115223032250093,0.0102792536760163,0,0.0183090324972198,0.16693068083529,0.124732484863462,0.541191770666008,16186,27191
"jal-17.109",2018,14109,14110,"UNION DE SAN ANTONIO",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",4,0,"pan-prd-mc",0.5306,1,0,1,1,0,1,1,0.731753936516546,0.215991122646005,0.00207779354101184,0.00378173551406211,0.00527065881074143,0.0127919905002804,0.0237201256400587,0.00461263683129462,9255,13778
"jal-17.110",2018,14110,14111,"UNION DE TULA",14,20180701,"ok","",2,"pan-prd-mc","pt-morena-pes","none","none",5,0,"pan-prd-mc",0.145,1,0,1,1,0,1,1,0.0389873247289986,0.393092921254092,0.00770672867953853,0.00439046449650885,0.00404069082495364,0.491429081558732,0.0541768683987537,0.00617592005842245,6833,11588
"jal-17.111",2018,14111,14112,"VALLE DE GUADALUPE",14,20180701,"ok","",0,"none","none","none","none",4,0,"pan",0.3782,0,0,0,0,0,0,0,0.603725656223539,0.225515100197573,0,0.00649167372283376,0,0.164267569856054,0,0,3543,5972
