Tipo,Seccion,Casilla,NO_DTTO,CABECERA,NMpioIEEP,Municipio,PAN,PRI,PRD,PT,PVEM,CONV,NoReg,Nulos,VOTACIONTOTAL,ListaNominal
Aytos,1130,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,193,151,16,7,5,3,0,8,383,710
Aytos,1131,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,162,126,8,9,4,2,0,11,322,547
Aytos,1131,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,154,131,6,2,1,5,0,8,307,548
Aytos,1131,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,176,151,9,2,3,4,0,6,351,548
Aytos,1132,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,136,132,11,2,0,3,0,6,290,554
Aytos,1132,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,158,99,15,2,4,4,1,2,285,554
Aytos,1133,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,160,157,9,4,0,5,0,5,340,618
Aytos,1133,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,148,155,7,0,9,4,0,12,335,618
Aytos,1134,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,169,157,16,2,3,8,0,15,370,703
Aytos,1134,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,198,169,11,5,2,2,0,11,398,702
Aytos,1135,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,140,129,18,2,1,4,0,10,304,515
Aytos,1135,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,124,133,13,0,4,4,0,4,282,516
Aytos,1136,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,149,131,12,3,4,3,1,4,307,559
Aytos,1136,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,169,122,13,4,4,10,0,11,333,558
Aytos,1137,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,151,158,26,5,3,9,0,9,361,670
Aytos,1137,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,181,156,7,3,7,4,0,7,365,670
Aytos,1148,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,240,157,16,3,5,4,0,19,444,722
Aytos,1148,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,213,208,9,3,4,3,0,11,451,722
Aytos,1149,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,184,130,5,4,12,2,0,6,343,552
Aytos,1149,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,204,122,14,1,6,2,0,8,357,552
Aytos,1150,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,142,149,12,4,5,5,0,8,325,623
Aytos,1150,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,127,173,20,3,1,4,0,9,337,623
Aytos,1151,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,132,138,13,4,5,6,0,12,310,598
Aytos,1151,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,124,154,13,3,4,6,0,17,321,599
Aytos,1152,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,173,189,12,3,6,3,0,8,394,713
Aytos,1153,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,261,125,14,1,5,3,0,9,418,730
Aytos,1153,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,239,128,10,4,8,8,1,16,414,730
Aytos,1154,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,210,110,6,2,8,3,0,8,347,570
Aytos,1154,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,245,92,10,1,3,5,1,10,367,570
Aytos,1154,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,243,113,2,3,5,1,0,12,379,570
Aytos,1155,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,210,78,3,2,2,11,0,5,311,508
Aytos,1155,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,248,84,3,0,3,6,0,8,352,508
Aytos,1155,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,217,99,3,1,6,3,0,5,334,508
Aytos,1156,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,209,121,8,3,1,7,0,6,355,573
Aytos,1156,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,209,124,15,4,7,1,0,10,370,573
Aytos,1157,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,287,136,5,2,6,2,0,11,449,701
Aytos,1157,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,302,127,6,5,2,4,0,12,458,702
Aytos,1158,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,228,155,10,2,7,3,0,9,414,636
Aytos,1158,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,248,124,17,1,11,3,1,13,418,637
Aytos,1166,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,145,112,6,0,9,2,0,5,279,420
Aytos,1166,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,128,124,7,2,4,4,0,12,281,420
Aytos,1167,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,184,132,12,4,4,2,0,5,343,543
Aytos,1167,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,180,124,9,2,5,5,0,6,331,543
Aytos,1168,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,133,142,9,2,5,2,0,8,301,619
Aytos,1168,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,143,155,11,4,6,6,0,3,328,619
Aytos,1176,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,182,182,6,2,6,4,0,3,385,651
Aytos,1176,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,158,176,14,3,5,9,0,6,371,651
Aytos,1176,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,158,178,7,5,10,7,0,16,381,651
Aytos,1186,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,173,130,10,3,4,2,0,6,328,543
Aytos,1186,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,197,134,7,6,7,6,1,9,367,543
Aytos,1186,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,170,144,15,3,1,6,1,7,347,542
Aytos,1187,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,191,153,14,2,1,0,0,7,368,580
Aytos,1187,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,192,138,14,2,3,0,0,8,357,579
Aytos,1187,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,205,135,12,2,3,1,0,9,367,579
Aytos,1188,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,177,160,16,2,1,4,0,10,370,583
Aytos,1188,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,168,127,20,4,3,7,0,10,339,583
Aytos,1188,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,165,149,18,1,8,7,0,7,355,584
Aytos,1188,CONTIGUA 3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,154,117,29,3,8,10,0,10,331,584
Aytos,1189,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,123,193,11,2,7,7,0,9,352,547
Aytos,1189,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,141,170,6,4,3,7,0,6,337,547
Aytos,1190,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,146,210,18,3,7,2,0,4,390,630
Aytos,1190,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,157,192,14,1,2,5,0,9,380,631
Aytos,1190,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,142,201,14,3,3,5,0,7,375,631
Aytos,1191,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,176,155,24,5,8,5,0,7,380,683
Aytos,1191,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,142,168,19,0,3,4,0,11,347,682
Aytos,1191,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,166,176,5,1,5,5,0,9,367,683
Aytos,1192,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,127,147,13,1,3,1,0,6,298,521
Aytos,1192,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,131,137,16,2,7,7,0,4,304,521
Aytos,1192,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,147,117,18,1,7,5,1,2,298,521
Aytos,1205,CONTIGUA 3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,117,192,21,5,6,6,0,25,372,739
Aytos,1205,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,122,214,17,3,3,3,0,10,372,738
Aytos,1205,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,117,204,16,4,5,3,0,3,352,739
Aytos,1205,CONTIGUA 4,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,111,207,24,3,4,10,0,7,366,739
Aytos,1205,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,145,169,23,5,5,8,0,14,369,739
Aytos,1221,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,113,181,16,2,6,0,0,8,326,676
Aytos,1221,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,112,176,9,1,5,4,0,9,316,677
Aytos,1221,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,95,155,6,1,3,2,1,6,269,676
Aytos,1221,CONTIGUA 3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,83,170,11,2,4,2,0,15,287,677
Aytos,1234,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,115,182,21,4,6,5,0,10,343,703
Aytos,1234,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,152,174,18,5,3,5,0,4,361,703
Aytos,1234,CONTIGUA 10,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,132,169,17,4,4,2,0,9,337,704
Aytos,1234,CONTIGUA 11,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,116,179,12,7,6,6,0,8,334,704
Aytos,1234,CONTIGUA 12,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,111,182,16,2,4,6,0,11,332,704
Aytos,1234,CONTIGUA 13,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,119,161,14,4,1,3,0,8,310,704
Aytos,1234,CONTIGUA 14,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,121,174,9,3,12,4,0,10,333,704
Aytos,1234,CONTIGUA 6,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,117,149,10,2,7,4,0,8,297,703
Aytos,1234,CONTIGUA 3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,118,161,15,3,9,7,0,9,322,703
Aytos,1234,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,119,168,14,3,6,8,0,4,322,703
Aytos,1234,CONTIGUA 7,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,144,171,14,4,6,2,0,4,345,704
Aytos,1234,CONTIGUA 8,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,106,173,15,4,6,4,0,15,323,704
Aytos,1234,CONTIGUA 9,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,125,186,14,6,6,2,0,4,343,704
Aytos,1234,CONTIGUA 4,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,110,164,17,3,2,7,0,9,312,703
Aytos,1234,CONTIGUA 5,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,109,173,13,6,3,4,1,5,314,703
Aytos,1235,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,86,138,7,0,3,4,0,12,250,473
Aytos,1235,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,104,133,19,2,6,3,0,10,277,473
Aytos,1236,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,89,133,9,2,4,5,0,8,250,483
Aytos,1236,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,88,131,11,8,8,4,0,14,264,483
Aytos,1237,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,140,180,18,0,6,0,0,8,352,682
Aytos,1238,CONTIGUA 4,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,133,185,12,4,8,5,0,7,354,641
Aytos,1238,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,160,184,5,4,4,5,0,6,368,641
Aytos,1238,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,143,137,10,4,3,2,0,10,309,641
Aytos,1238,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,130,188,12,5,9,2,0,9,355,641
Aytos,1238,CONTIGUA 3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,122,176,5,2,6,2,0,6,319,641
Aytos,1239,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,64,106,8,3,4,2,0,3,190,385
Aytos,1239,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,58,125,11,5,2,4,1,4,210,384
Aytos,1240,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,120,236,14,3,0,12,0,8,393,692
Aytos,1241,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,86,282,11,3,4,3,0,8,397,618
Aytos,1242,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,82,186,8,3,5,3,0,6,293,746
Aytos,1242,CONTIGUA 3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,90,200,1,2,2,2,0,13,310,747
Aytos,1242,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,114,194,3,3,4,2,1,6,327,746
Aytos,1242,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,104,163,7,3,2,1,0,4,284,746
Aytos,1243,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,103,180,9,3,1,1,0,9,306,742
Aytos,1243,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,133,189,5,2,2,1,0,4,336,742
Aytos,1243,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,107,178,5,4,4,2,0,3,303,743
Aytos,1244,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,81,152,10,3,3,1,0,11,261,662
Aytos,1244,CONTIGUA 3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,94,168,7,0,5,7,0,9,290,662
Aytos,1244,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,71,188,8,1,3,3,0,3,277,662
Aytos,1244,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,80,201,8,3,1,5,0,2,300,662
Aytos,1245,CONTIGUA 3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,97,116,11,1,3,2,0,4,234,578
Aytos,1245,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,93,136,9,2,0,3,0,5,248,578
Aytos,1245,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,77,115,12,7,6,0,0,5,222,577
Aytos,1245,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,77,136,5,2,2,3,1,10,236,577
Aytos,1246,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,96,153,17,4,3,1,0,9,283,566
Aytos,1246,CONTIGUA 3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,90,162,6,2,5,3,0,7,275,567
Aytos,1246,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,104,155,12,2,5,5,0,8,291,567
Aytos,1246,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,84,165,14,1,4,2,0,9,279,567
Aytos,1247,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,106,183,9,4,4,4,0,5,315,717
Aytos,1247,CONTIGUA 9,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,74,212,10,2,5,5,0,20,328,718
Aytos,1247,CONTIGUA 12,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,98,173,12,2,7,4,0,8,304,718
Aytos,1247,CONTIGUA 10,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,105,205,11,3,3,3,0,9,339,718
Aytos,1247,CONTIGUA 4,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,98,184,9,5,5,4,0,7,312,717
Aytos,1247,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,98,186,8,0,4,1,0,9,306,717
Aytos,1247,CONTIGUA 13,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,91,196,13,7,5,0,0,10,322,718
Aytos,1247,CONTIGUA 6,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,101,201,7,2,3,2,0,11,327,718
Aytos,1247,CONTIGUA 8,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,93,195,12,3,6,0,0,4,313,718
Aytos,1247,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,110,181,13,0,1,3,0,9,317,717
Aytos,1247,CONTIGUA 3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,110,189,18,5,4,2,0,7,335,717
Aytos,1247,CONTIGUA 5,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,110,161,7,0,2,1,0,8,289,717
Aytos,1247,CONTIGUA 7,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,91,191,5,4,4,1,0,10,306,718
Aytos,1247,CONTIGUA 11,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,80,208,4,2,1,3,0,0,298,718
Aytos,1248,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,123,138,9,1,6,3,0,2,282,634
Aytos,1248,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,104,130,6,0,4,3,0,7,254,635
Aytos,1248,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,110,144,14,4,6,4,0,13,295,635
Aytos,1249,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,95,197,11,4,2,1,0,9,319,631
Aytos,1249,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,85,173,9,2,2,3,0,11,285,631
Aytos,1249,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,77,181,12,2,5,3,0,4,284,631
Aytos,1249,CONTIGUA 3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,103,167,8,7,6,3,0,4,298,631
Aytos,1249,CONTIGUA 5,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,74,181,6,3,2,4,0,8,278,631
Aytos,1249,CONTIGUA 4,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,95,161,6,3,2,4,0,10,281,631
Aytos,1250,CONTIGUA 7,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,79,184,7,5,3,1,0,5,284,696
Aytos,1250,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,87,202,7,4,4,2,0,5,311,695
Aytos,1250,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,90,185,7,3,6,1,0,8,300,695
Aytos,1250,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,83,183,9,8,1,0,0,15,299,695
Aytos,1250,CONTIGUA 3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,71,213,5,4,2,3,0,6,304,695
Aytos,1250,CONTIGUA 4,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,66,187,7,3,4,1,0,8,276,696
Aytos,1250,CONTIGUA 5,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,74,176,6,5,4,2,0,8,275,696
Aytos,1250,CONTIGUA 6,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,87,194,3,3,3,5,0,32,327,696
Aytos,1251,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,121,161,13,4,5,0,0,11,315,659
Aytos,1251,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,113,162,14,1,4,1,0,17,312,660
Aytos,1251,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,113,190,20,3,3,5,0,8,342,660
Aytos,1252,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,84,159,12,0,3,4,0,6,268,588
Aytos,1252,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,91,190,11,3,4,3,0,5,307,589
Aytos,1252,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,102,191,11,1,1,2,0,1,309,589
Aytos,1253,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,81,231,9,7,4,3,0,6,341,672
Aytos,1253,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,115,201,14,4,3,2,0,10,349,672
Aytos,1253,CONTIGUA 3,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,95,196,13,2,3,5,0,11,325,672
Aytos,1253,CONTIGUA 4,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,96,206,14,4,7,4,0,6,337,672
Aytos,1253,CONTIGUA 5,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,98,211,14,1,7,1,0,0,332,672
Aytos,1253,CONTIGUA 6,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,97,200,11,5,5,5,0,10,333,672
Aytos,1253,CONTIGUA 7,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,114,215,10,2,3,3,0,8,355,672
Aytos,1253,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,107,205,13,2,7,2,0,7,343,672
Aytos,1254,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,65,218,13,2,2,1,0,12,313,580
Aytos,1254,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,56,245,9,2,2,1,0,8,323,580
Aytos,1254,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,47,191,12,0,1,0,0,17,268,581
Aytos,1255,BASICA,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,52,214,6,1,2,2,0,6,283,536
Aytos,1255,CONTIGUA 1,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,45,216,3,4,0,1,0,5,274,536
Aytos,1255,CONTIGUA 2,6,HEROICA CIUDAD DE PUEBLA DE ZARAGOZA,1,PUEBLA,35,244,5,0,1,2,0,5,292,536
Aytos,0415,BASICA,7,SAN MARTIN TEXMELUCAN,3,CHIAUTZINGO,332,63,0,0,0,0,0,12,407,647
Aytos,0415,CONTIGUA 2,7,SAN MARTIN TEXMELUCAN,3,CHIAUTZINGO,361,53,0,0,0,0,0,13,427,647
