ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,VR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
15,MEXICO,96,TEPOTZOTLAN,24,90,2691,6477,710,510,4113,10905,1971,9677,495,557,285,37,111,42,225,54,11,70,,,,,,,,,,,,,,,,,,,38941,26,905,39872,57778,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M096.pdf
15,MEXICO,97,TEQUIXQUIAC,13,42,781,3267,237,178,143,3565,6701,4011,95,,98,6,29,12,81,19,3,21,,,,,,,,,,,,,,,,,,,19247,6,507,19760,26598,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M097.pdf
15,MEXICO,98,TEXCALTITLAN,8,23,165,2092,3877,91,2324,45,176,888,37,18,,,,,12,3,1,6,,,,,,,,,,,,,,,,,,,9735,8,417,10160,12979,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M098.pdf
15,MEXICO,99,TEXCALYACAC,2,6,16,761,359,17,694,5,538,191,289,327,5,0,0,1,7,1,0,2,,,,,,,,,,,,,,,,,,,3213,21,171,3405,4139,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M099.pdf
15,MEXICO,100,TEXCOCO,80,306,5680,17111,4448,1899,22760,1629,2669,63372,1720,1904,177,50,25,22,1307,281,40,288,,,,,,,,,,,,,,,,,,,125382,59,3473,128914,195151,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M100.pdf
15,MEXICO,101,TEZOYUCA,9,44,4428,2450,1081,343,997,280,1502,6078,206,247,158,50,15,8,209,30,10,34,,,,,,,,,,,,,,,,,,,18126,5,466,18597,29280,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M101.pdf
15,MEXICO,102,TIANGUISTENCO,24,86,3160,7178,550,923,9897,245,636,10060,426,259,54,30,11,13,246,70,10,63,,,,,,,,,,,,3417,,,,,,,37248,13,997,38258,53495,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M102.pdf
15,MEXICO,103,TIMILPAN,11,24,2564,4489,116,116,873,46,51,1924,54,50,32,10,3,0,30,9,2,20,,,,,,,,,,,,,,,,,,,10389,0,265,10654,12912,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M103.pdf
15,MEXICO,104,TLALMANALCO,21,63,877,4188,903,387,659,5365,1323,6764,776,865,114,10,24,21,139,28,23,59,,,,,,,,,,,,,1996,,,,,,24521,27,681,25229,36705,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M104.pdf
15,MEXICO,105,TLALNEPANTLA DE BAZ 23,380,952,80621,72785,8060,8307,8993,4888,5957,145388,6661,12611,1343,403,184,86,4111,975,215,805,,,,,,,,,,,,,,,,,,,362393,317,10349,373059,562003,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M105_TLALNEPANTLADEBAZ_JI_65_2018.pdf
15,MEXICO,106,TLATLAYA,32,57,72,6209,11623,72,,35,211,1390,41,12,37,48,4,18,11,6,4,8,,,,,,,,,,,,,,,,,,,19801,0,460,20261,25981,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M106.pdf
15,MEXICO,107,TOLUCA 24,304,1012,115311,89663,15999,16233,11601,8137,7107,148924,9240,13192,2265,737,285,151,3916,978,260,1009,,,,,,,,,,,,,,,,,,,445008,370,12222,457600,641016,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M107.pdf
15,MEXICO,108,TONATICO,9,20,2573,1970,381,105,,25,,2045,43,388,,,,,19,7,5,8,,,,,,,,,,,,,,,,,,,7569,2,164,7735,10474,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M108.pdf
15,MEXICO,109,TULTEPEC,30,170,4094,13928,25014,1351,826,725,1050,26010,841,1011,563,247,8,107,658,197,37,160,,,,,,,,,,,,,,,,,,,76827,35,1585,78447,116211,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M109.pdf
15,MEXICO,110,TULTITLAN 25,183,581,23366,34494,23015,5270,6101,6627,18457,98325,4576,5384,1115,277,96,155,2681,516,113,502,,,,,,,,,,,,,,,,,,,231070,120,6632,237822,361888,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M110.pdf
15,MEXICO,111,VALLE DE BRAVO 26,28,85,1849,10074,498,540,322,252,1799,8524,231,8829,32,10,8,6,111,53,9,54,,,,,,,,,,,,,,,,,,,33201,4,947,34152,50958,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M111_VALLEDEBRAVO_JI_114_2018.pdf
15,MEXICO,112,VILLA DE ALLENDE,22,59,600,2803,10882,630,736,224,226,6775,178,,176,139,2,52,137,67,19,52,,,,,,,,,,,,,,,,,,,23698,10,1070,24778,33252,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M112.pdf
15,MEXICO,113,VILLA DEL CARBON 27,19,61,5075,5641,190,385,5820,295,3070,1926,134,360,217,36,30,4,58,27,12,13,,,,,,,,,,,,,,,,,,,23293,1,861,24155,32179,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M113_VILLADELCARBON_JI_126_2018.pdf
15,MEXICO,114,VILLA GUERRERO 28,25,70,1104,5154,4627,663,4850,221,2949,4235,252,2756,65,53,5,10,71,34,11,36,,,,,,,,,,,,,,,,,,,27096,28,954,28078,42422,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M114_VILLAGUERRERO_JI_117_2018.pdf
15,MEXICO,115,VILLA VICTORIA,44,120,6442,26353,791,1011,1060,277,539,6640,329,1537,71,44,12,5,144,60,14,49,,,,,,,,,,,,,,,,,,,45378,19,1851,47248,65343,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M115.pdf
15,MEXICO,116,XONACATLAN,14,63,292,5020,3843,4036,2481,6059,326,4482,296,619,,,,,,,,,,,,,,,,,,,,,,1075,1525,,,,30054,4,959,31017,41550,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M116.pdf
15,MEXICO,117,ZACAZONAPAN,2,6,91,670,1198,15,,13,,920,4,,18,16,0,6,,,,,,,,,,,,,,,,,,,,,,,2951,1,67,3019,3545,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M117.pdf
15,MEXICO,118,ZACUALPAN,15,25,111,1118,59,227,,92,3549,2063,72,47,0,0,1,2,14,5,0,9,,,,,,,,,,,,,,,,,,,7369,0,363,7732,10586,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M118.pdf
15,MEXICO,119,ZINACANTEPEC 29,46,197,14693,27236,1519,3975,3137,947,1901,25205,1117,1213,365,123,88,28,740,339,45,151,,,,,,,,,,,,,,,,3453,,,86275,50,2989,89314,129935,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M119.pdf
15,MEXICO,120,ZUMPAHUACAN,11,23,2598,2090,227,996,35,101,135,2071,71,35,78,27,16,3,60,56,9,11,,,,,,,,,,,,,,,,,,,8619,4,379,9002,11999,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M120.pdf
15,MEXICO,121,ZUMPANGO,44,213,10551,16398,1568,1797,1260,861,12376,32176,1328,775,231,75,60,17,823,271,123,189,,,,,,,,,,,,,,,,,3347,,84226,134,2103,86463,142742,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M121.pdf
15,MEXICO,122,VALLE DE CHALCO SOLIDARIDAD,114,404,6395,20994,28796,4496,6866,2552,2142,76866,3104,1893,553,282,45,133,2223,524,154,467,,,,,,,,,,,,,,,,,,,158485,103,5254,163842,262331,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M122.pdf
15,MEXICO,123,LUVIANOS,27,47,257,9874,3886,115,52,56,,639,40,11,56,47,1,25,13,5,5,0,,,,,,,,,,,,,,,,,,,15082,13,765,15860,21979,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M123.pdf
15,MEXICO,124,SAN JOSE DEL RINCON 30,43,112,7625,10750,555,526,4352,540,9938,1999,243,452,206,98,38,9,75,25,10,16,,,,,,,,,,,,,,,,,,,37457,0,2504,39961,64471,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M124.pdf
15,MEXICO,125,TONANITLA 31,3,12,1064,1370,102,123,474,132,273,1048,97,124,54,7,8,2,26,8,3,11,,,,,,,,,,,,,,,,,,968,5894,2,156,6052,8032,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M125_TONANITLA_JRC_218_2018.pdf
