CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,245,C,1,0,C01,63,47,4,6,8,6,11,77,8,0,0,0,0,2,2,0,1,,,,235,0,6,241,431,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,246,B,1,0,B,87,50,6,12,15,6,7,70,7,0,0,0,0,0,2,0,1,,,,263,1,14,278,486,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,246,C,1,0,C01,79,50,4,9,21,5,7,49,7,1,1,0,0,3,3,0,1,,,,240,0,14,254,485,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,247,B,1,0,B,56,56,1,15,12,3,7,61,3,3,1,0,0,3,1,0,0,,,,222,0,11,233,461,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,247,C,1,0,C01,54,58,7,10,13,4,3,55,3,1,0,1,0,2,1,0,0,,,,212,0,8,220,460,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,248,B,1,0,B,45,40,4,11,12,4,3,45,1,1,1,0,0,3,0,0,1,,,,171,0,10,181,389,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,248,C,1,0,C01,38,47,1,12,20,4,6,62,2,1,1,0,0,0,2,0,0,,,,196,0,6,202,388,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,249,B,1,0,B,85,59,10,14,36,4,9,65,9,1,0,0,0,0,1,0,1,,,,294,0,9,303,642,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,249,C,1,0,C01,85,54,6,13,16,7,7,92,6,1,0,0,0,4,1,0,1,,,,293,0,13,306,641,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,250,B,1,0,B,53,62,5,12,12,5,6,47,6,1,0,0,0,3,1,0,2,,,,215,0,9,224,437,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,250,C,1,0,C01,61,58,6,7,9,5,3,39,4,0,0,1,0,1,2,0,2,,,,198,0,6,204,437,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,251,B,1,0,B,58,60,10,17,24,4,4,61,6,1,0,0,0,1,1,0,0,,,,247,0,12,259,516,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,251,C,1,0,C01,68,38,4,11,19,7,10,79,7,0,1,1,0,0,1,0,0,,,,246,0,10,256,515,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,252,B,1,0,B,80,26,9,11,16,7,9,58,7,0,1,0,0,1,1,0,0,,,,226,2,12,240,509,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,252,C,1,0,C01,60,34,9,10,12,7,3,53,2,0,0,0,0,4,2,1,0,,,,197,1,11,209,509,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,253,B,1,0,B,55,39,6,5,9,11,7,58,5,1,0,0,0,0,0,0,1,,,,197,0,13,210,450,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,253,C,1,0,C01,66,37,6,8,5,10,3,51,4,0,0,0,0,1,1,0,0,,,,192,1,9,202,449,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,254,B,1,0,B,49,61,4,14,18,5,5,39,7,1,0,1,0,0,0,0,1,,,,205,0,12,217,431,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,254,C,1,0,C01,64,51,6,8,21,2,7,41,3,0,0,0,0,0,0,0,1,,,,204,0,10,214,431,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,255,B,1,0,B,54,29,2,11,14,5,6,33,5,0,0,0,0,1,0,0,0,,,,160,0,11,171,412,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,255,C,1,0,C01,77,45,0,0,17,0,7,54,0,0,0,0,0,0,0,0,0,,,,200,0,9,209,411,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,256,B,1,0,B,85,60,5,6,9,8,6,62,15,1,0,0,0,1,0,0,0,,,,258,0,11,269,517,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,256,C,1,0,C01,108,51,10,10,12,3,6,43,7,2,1,0,0,2,1,0,0,,,,256,0,11,267,517,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,257,B,1,0,B,126,77,10,8,39,8,10,95,11,2,0,0,0,0,1,0,1,,,,388,0,15,403,710,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,257,C,1,0,C01,96,69,10,7,45,6,13,95,11,0,3,0,0,3,1,0,2,,,,361,1,17,379,710,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,257,C,2,0,C02,116,77,10,10,41,2,9,80,13,1,0,0,0,3,0,0,0,,,,362,0,12,374,710,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,257,C,3,0,C03,153,67,6,9,28,6,15,75,12,2,0,1,0,1,0,0,1,,,,376,0,16,392,709,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,257,C,4,0,C04,112,72,7,15,38,10,15,100,9,0,1,0,0,2,1,0,1,,,,383,0,16,399,709,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,258,B,1,0,B,110,81,4,13,24,7,6,76,14,2,1,0,0,2,0,0,1,,,,341,0,13,354,632,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,258,C,1,0,C01,68,64,2,9,14,5,9,42,4,0,1,0,0,0,0,0,0,,,,218,0,16,234,631,Grupo de recuento ,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,001,AGUASCALIENTES,259,B,1,0,B,68,42,4,9,8,7,15,65,13,0,2,1,1,2,1,0,1,,,,239,0,1,240,432,Grupo de recuento,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,001,AGUASCALIENTES,260,B,1,0,B,123,50,5,6,19,8,16,128,8,3,2,0,0,3,1,0,0,,,,372,0,23,395,665,Grupo de recuento,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,001,AGUASCALIENTES,260,C,1,0,C01,123,61,4,12,21,6,15,124,7,0,0,0,0,3,1,0,0,,,,377,1,14,392,664,Grupo de recuento,,,
,1,AGUASCALIENTES,18,AGUASCALIENTES,001,AGUASCALIENTES,260,C,2,0,C02,135,71,4,6,21,6,11,117,12,2,0,0,0,7,0,0,1,,,,393,0,18,411,664,Grupo de recuento,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,261,B,1,0,B,103,64,4,4,22,1,8,64,11,0,0,0,0,1,1,0,2,,,,285,0,13,298,468,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,261,C,1,0,C01,66,59,0,4,15,8,4,88,15,0,0,0,0,3,0,0,1,,,,263,0,21,284,467,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,262,B,1,0,B,98,103,6,6,17,7,1,61,14,2,0,0,0,2,1,0,0,,,,318,0,15,333,570,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,263,B,1,0,B,60,40,3,11,9,3,5,66,10,1,1,0,0,0,0,0,0,,,,209,0,8,217,393,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,263,C,1,0,C01,75,39,3,9,13,3,2,54,6,0,0,0,0,1,2,0,2,,,,209,0,3,212,392,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,264,B,1,0,B,90,42,0,5,12,7,8,77,12,1,1,0,0,3,2,0,0,,,,260,0,15,275,466,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,264,C,1,0,C01,82,60,5,8,11,10,8,70,10,0,0,0,0,2,0,0,0,,,,266,0,11,277,466,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,265,B,1,0,B,85,48,2,2,18,5,6,43,11,0,0,2,0,2,0,0,1,,,,225,0,7,232,401,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,265,C,1,0,C01,66,44,1,9,15,8,2,55,7,0,0,0,0,1,0,0,0,,,,208,0,15,223,400,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,266,B,1,0,B,150,91,4,18,28,12,8,88,7,3,0,0,0,4,1,0,0,,,,414,0,16,430,719,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,267,B,1,0,B,133,67,3,9,24,5,4,70,11,1,0,0,0,2,3,0,0,,,,332,2,14,348,636,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,267,C,1,0,C01,130,62,11,13,12,8,6,96,11,1,0,1,0,2,2,0,1,,,,356,0,19,375,636,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,268,B,1,0,B,118,84,7,16,18,5,3,92,12,1,1,0,0,3,2,0,1,,,,363,2,20,385,660,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,269,B,1,0,B,83,68,4,8,29,5,4,44,6,2,0,0,0,2,0,0,0,,,,255,0,14,269,417,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,269,C,1,0,C01,67,64,2,9,14,5,9,42,4,0,1,0,0,0,0,0,0,,,,217,0,17,234,417,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,270,B,1,0,B,166,69,2,10,41,6,11,121,15,0,0,0,0,5,1,1,1,,,,449,0,16,465,740,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,270,C,1,0,C01,149,52,3,11,27,8,12,108,12,3,0,0,0,2,1,0,1,,,,389,0,26,415,740,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,270,C,2,0,C02,156,56,4,6,33,6,14,114,28,0,1,0,0,5,2,0,0,,,,425,0,18,443,740,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,270,C,3,0,C03,162,87,8,12,26,7,11,135,15,2,0,0,0,1,1,0,1,,,,468,0,18,486,740,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,270,C,4,0,C04,160,64,3,10,36,12,8,122,9,0,1,0,0,0,0,0,0,,,,425,0,23,448,740,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,270,C,5,0,C05,154,63,4,12,35,4,15,105,12,0,0,0,0,3,1,0,2,,,,410,0,16,426,739,Acta casilla,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,270,C,6,0,C06,153,57,4,16,31,13,12,110,18,0,0,0,0,1,0,0,1,,,,416,0,15,431,739,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,270,C,7,0,C07,150,70,4,4,30,10,13,125,12,1,2,1,0,3,0,0,1,,,,426,2,20,448,739,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,270,C,8,0,C08,178,68,9,9,32,7,6,118,8,3,0,1,0,1,2,0,0,,,,442,1,12,455,739,Grupo de recuento ,,,
,1,AGUASCALIENTES,9,AGUASCALIENTES,001,AGUASCALIENTES,270,C,9,0,C09,174,49,4,14,24,8,11,127,17,2,0,0,0,1,0,0,0,,,,431,1,25,457,739,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,271,B,1,0,B,70,49,6,7,4,1,2,64,6,0,0,0,0,3,0,0,0,,,,212,2,17,231,436,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,271,C,1,0,C01,69,46,1,1,13,8,5,51,4,0,1,1,0,2,0,1,1,,,,204,1,12,217,435,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,272,B,1,0,B,97,50,5,5,16,4,5,59,4,0,1,0,1,2,0,0,0,,,,249,1,8,258,395,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,272,C,1,0,C01,104,47,4,3,7,6,4,62,2,0,0,0,0,1,0,0,1,,,,241,0,14,255,394,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,273,B,1,0,B,164,80,12,16,23,13,13,89,12,1,2,0,0,1,2,0,0,,,,428,0,19,447,719,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,274,B,1,0,B,102,47,2,6,7,6,6,46,4,2,1,0,0,0,0,0,0,,,,229,0,11,240,382,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,274,C,1,0,C01,115,47,2,5,9,4,8,48,5,1,0,0,0,0,0,0,1,,,,245,0,7,252,381,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,275,B,1,0,B,128,68,0,5,16,4,11,53,2,3,1,1,0,1,1,0,0,,,,294,1,8,303,444,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,275,C,1,0,C01,107,67,2,5,10,7,11,52,8,0,0,0,0,1,3,0,1,,,,274,0,9,283,443,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,276,B,1,0,B,139,55,1,4,14,9,13,51,8,2,0,1,0,0,2,0,0,,,,299,2,13,314,461,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,276,C,1,0,C01,153,53,3,1,5,6,16,49,10,0,0,0,0,1,1,0,0,,,,298,2,15,315,460,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,277,B,1,0,B,110,61,3,1,13,3,8,47,6,1,0,0,0,1,0,0,0,,,,254,0,10,264,390,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,277,C,1,0,C01,124,64,5,1,11,7,9,37,2,1,0,0,0,0,0,0,0,,,,261,0,5,266,390,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,278,B,1,0,B,269,101,5,9,15,14,19,76,4,3,0,0,0,0,0,0,1,,,,516,1,30,547,734,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,279,B,1,0,B,242,88,5,4,16,7,6,85,5,1,2,0,0,0,1,0,0,,,,462,0,9,471,611,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,280,B,1,0,B,210,77,2,3,19,6,14,69,6,1,0,0,0,1,1,0,0,,,,409,1,19,429,618,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,281,B,1,0,B,207,89,11,12,20,9,17,95,9,2,1,0,0,2,0,0,0,,,,474,1,18,493,662,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,282,B,1,0,B,110,43,9,12,13,4,7,50,7,1,0,0,0,0,0,0,0,,,,256,0,15,271,454,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,282,C,1,0,C01,101,57,7,10,10,3,12,61,5,0,0,0,0,0,0,0,1,,,,267,1,14,282,453,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,283,B,1,0,B,278,68,8,3,20,9,10,61,7,2,0,1,0,2,0,0,0,,,,469,1,17,487,624,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,284,B,1,0,B,110,89,4,10,16,4,9,80,9,1,0,0,0,0,1,0,0,,,,333,0,11,344,541,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,284,C,1,0,C01,120,83,6,7,18,4,4,68,13,1,1,1,0,1,2,0,0,,,,329,0,13,342,540,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,285,B,1,0,B,185,71,10,11,8,13,9,105,10,0,0,0,0,2,0,0,1,,,,425,0,11,436,642,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,286,B,1,0,B,117,80,5,6,10,8,11,82,6,0,3,0,0,0,0,0,0,,,,328,1,26,355,572,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,287,B,1,0,B,130,60,3,5,11,3,11,77,9,2,0,1,0,1,0,0,1,,,,314,0,22,336,569,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,288,B,1,0,B,99,41,7,5,10,3,9,62,6,3,1,0,0,3,0,0,0,,,,249,1,12,262,393,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,288,C,1,0,C01,111,41,13,5,9,8,11,47,4,2,0,0,0,3,0,0,0,,,,254,0,9,263,392,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,289,B,1,0,B,170,70,11,19,20,9,11,70,5,2,0,1,0,6,1,0,2,,,,397,0,19,416,721,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,290,B,1,0,B,165,66,18,13,13,5,9,81,11,0,1,0,0,1,1,1,2,,,,387,2,17,406,657,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,291,B,1,0,B,140,78,5,14,20,5,6,92,29,0,2,0,0,4,1,0,0,,,,396,0,15,411,613,Grupo de recuento,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,291,C,1,0,C01,130,56,4,12,20,6,12,105,29,1,0,0,4,0,0,0,0,,,,379,0,10,389,612,Grupo de recuento,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,292,B,1,0,B,91,68,4,9,12,5,5,71,11,0,0,0,0,0,0,0,0,,,,276,0,14,290,508,Grupo de recuento,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,292,C,1,0,C01,71,56,2,7,14,8,6,46,15,1,0,1,0,2,0,0,0,,,,229,2,7,238,507,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,293,B,1,0,B,85,90,4,14,8,5,8,65,8,1,1,1,0,3,0,0,0,,,,293,2,9,304,448,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,293,C,1,0,C01,90,70,3,8,14,3,3,74,6,2,0,1,0,3,0,0,0,,,,277,0,16,293,448,Grupo de recuento,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,294,B,1,0,B,92,36,2,6,8,11,8,62,11,3,0,0,1,7,0,0,0,,,,247,2,15,264,482,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,294,C,1,0,C01,105,45,4,9,10,4,9,66,9,3,0,0,0,2,0,0,1,,,,267,2,9,278,481,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,295,B,1,0,B,121,56,6,9,10,8,9,99,11,1,2,2,0,3,1,0,1,,,,339,2,16,357,564,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,295,C,1,0,C01,135,46,11,13,19,8,9,80,9,1,1,0,0,0,0,0,0,,,,332,0,19,351,564,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,296,B,1,0,B,133,54,3,10,17,6,11,77,13,0,0,0,0,2,0,2,1,,,,329,2,13,344,493,Grupo de recuento,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,296,C,1,0,C01,89,65,1,13,10,0,12,65,21,2,0,0,0,1,0,2,2,,,,283,0,24,307,492,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,297,B,1,0,B,88,51,4,5,15,10,9,55,5,2,0,0,0,0,1,0,1,,,,246,0,6,252,413,Grupo de recuento,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,297,C,1,0,C01,119,50,2,4,9,3,8,46,6,0,1,0,0,0,0,0,1,,,,249,0,12,261,412,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,298,B,1,0,B,126,70,8,10,13,5,11,78,11,0,0,0,0,0,0,0,0,,,,332,0,22,354,582,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,298,C,1,0,C01,128,69,5,7,14,5,14,78,7,1,1,0,1,0,0,0,0,,,,330,0,19,349,581,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,299,B,1,0,B,123,56,8,12,11,7,12,76,8,2,0,0,0,0,0,0,0,,,,315,1,19,335,578,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,299,C,1,0,C01,99,54,3,8,7,3,11,75,13,1,0,2,0,2,0,0,0,,,,278,1,17,296,577,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,300,B,1,0,B,87,55,1,8,9,6,8,96,4,1,1,0,0,2,1,0,1,,,,280,2,19,301,485,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,300,C,1,0,C01,78,40,6,5,22,7,7,97,7,2,0,0,0,0,0,0,0,,,,271,2,5,278,484,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,301,B,1,0,B,209,89,7,5,29,10,10,136,7,1,1,0,0,1,0,0,1,,,,506,1,32,539,720,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,301,C,1,0,C01,240,85,5,7,15,10,26,116,8,2,1,0,0,3,0,0,0,,,,518,1,18,537,720,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,301,C,2,0,C02,227,85,3,7,17,14,10,139,9,2,0,0,0,0,1,1,0,,,,515,1,14,530,720,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,301,C,3,0,C03,233,75,4,13,16,7,19,130,8,1,0,0,0,2,2,0,0,,,,510,3,27,540,720,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,301,C,4,0,C04,202,69,6,11,13,7,16,137,14,0,0,0,0,3,1,0,0,,,,479,2,21,502,720,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,301,C,5,0,C05,198,69,6,10,13,9,10,143,13,1,1,0,0,3,0,0,0,,,,476,0,24,500,720,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,302,B,1,0,B,157,60,0,9,16,9,8,77,8,3,2,0,0,0,0,2,0,,,,351,0,17,368,594,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,302,C,1,0,C01,135,61,9,11,10,4,17,79,13,1,1,0,0,3,0,0,0,,,,344,0,20,364,594,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,302,C,2,0,C02,158,33,6,2,15,2,19,93,8,0,0,0,0,1,0,0,1,,,,338,2,23,363,594,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,303,B,1,0,B,111,63,6,9,14,4,16,45,14,0,0,0,0,1,1,0,0,,,,284,1,10,295,551,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,303,C,1,0,C01,117,56,7,8,12,10,7,102,12,2,0,1,0,2,0,0,1,,,,337,0,13,350,550,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,303,C,2,0,C02,143,62,4,6,13,4,17,80,9,0,0,1,0,2,1,0,0,,,,342,1,21,364,550,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,304,B,1,0,B,82,67,7,11,12,6,7,75,8,3,0,1,0,4,0,0,1,,,,284,0,19,303,588,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,304,C,1,0,C01,124,63,4,11,9,4,7,82,4,1,0,0,0,0,1,0,0,,,,310,0,17,327,588,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,305,B,1,0,B,88,77,5,10,10,10,9,86,10,0,0,1,0,0,1,0,0,,,,307,0,11,318,545,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,305,C,1,0,C01,96,73,4,12,11,7,4,82,5,0,0,0,0,0,0,0,0,,,,294,0,6,300,545,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,306,B,1,0,B,85,76,3,10,12,4,8,91,7,0,0,0,0,3,0,0,1,,,,300,1,13,314,535,Acta casilla,,,
