CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRD_PVEM,C_COMUN_PRD_MC,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,388,C,2,0,C02,9,123,105,20,2,7,2,175,,,,,,0,0,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,0,14,465,705,Grupo de Recuento,,,http://iem.org.mx/actas/A0388C02.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,389,B,1,0,B,5,114,105,10,1,4,2,193,,,,,,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,0,12,451,673,Acta casilla,,,http://iem.org.mx/actas/A0389B.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,389,C,1,0,C01,3,77,141,20,3,6,2,185,,,,,,0,1,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,0,13,457,673,Acta casilla,,,http://iem.org.mx/actas/A0389C01.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,389,C,2,0,C02,3,95,104,19,2,2,1,210,,,,,,2,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,0,12,455,672,Acta casilla,,,http://iem.org.mx/actas/A0389C02.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,389,C,3,0,C03,3,99,149,13,3,6,0,169,,,,,,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,0,14,462,672,Acta casilla,,,http://iem.org.mx/actas/A0389C03.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,390,B,1,0,B,4,149,109,12,2,1,2,148,,,,,,0,1,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,0,15,451,678,Acta casilla,,,http://iem.org.mx/actas/A0390B.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,390,C,1,0,C01,3,142,100,20,6,4,2,144,,,,,,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,0,21,448,678,Acta casilla,,,http://iem.org.mx/actas/A0390C01.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,391,B,1,0,B,18,67,129,29,4,3,12,79,,,,,,3,1,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,0,20,370,742,Acta casilla,,,http://iem.org.mx/actas/A0391B.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,391,C,1,0,C01,11,75,104,42,4,3,14,81,,,,,,8,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,0,22,368,741,Acta casilla,,,http://iem.org.mx/actas/A0391C01.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,392,B,1,0,B,3,66,109,21,17,7,4,107,,,,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,0,18,356,537,Acta casilla,,,http://iem.org.mx/actas/A0392B.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,392,C,1,0,C01,2,62,125,24,22,2,4,105,,,,,,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,0,11,360,537,Acta casilla,,,http://iem.org.mx/actas/A0392C01.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,393,B,1,0,B,15,70,69,19,3,6,4,171,,,,,,4,4,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,0,17,387,625,Acta casilla,,,http://iem.org.mx/actas/A0393B.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,393,C,1,0,C01,19,89,70,14,7,4,5,154,,,,,,3,4,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,0,12,384,624,Grupo de Recuento,,,http://iem.org.mx/actas/A0393C01.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,393,C,2,0,C02,16,68,54,17,12,6,6,175,,,,,,2,1,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,0,18,384,624,Acta casilla,,,http://iem.org.mx/actas/A0393C02.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,393,C,3,0,C03,21,73,67,19,6,4,5,167,,,,,,3,1,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,0,22,396,624,Acta casilla,,,http://iem.org.mx/actas/A0393C03.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,395,B,1,0,B,2,85,60,13,1,1,1,98,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,0,10,271,381,Acta casilla,,,http://iem.org.mx/actas/A0395B.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,395,C,1,0,C01,2,76,46,6,2,5,2,119,,,,,,1,1,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,0,6,272,381,Acta casilla,,,http://iem.org.mx/actas/A0395C01.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,395,E,1,0,E01,1,113,40,12,7,2,0,71,,,,,,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,0,8,257,344,Acta casilla,,,http://iem.org.mx/actas/A0395E01.pdf
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,396,B,1,0,B,0,166,11,17,0,2,2,123,,,,,,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,0,12,337,525,Acta casilla,,,http://iem.org.mx/actas/A0396B.pdf
5,16,MICHOACAN,21,COALCOMÁN,26,CHINICUILA,397,B,1,0,B,4,183,151,12,,0,,27,,,,,,0,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,0,11,392,578,Acta casilla,,,http://iem.org.mx/actas/A0397B.pdf
5,16,MICHOACAN,21,COALCOMÁN,26,CHINICUILA,397,C,1,0,C01,4,194,143,15,,1,,18,,,,,,3,1,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,0,9,393,577,Acta casilla,,,http://iem.org.mx/actas/A0397C01.pdf
5,16,MICHOACAN,21,COALCOMÁN,26,CHINICUILA,398,B,1,0,B,1,128,68,11,,1,,44,,,,,,0,2,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,0,15,273,408,Acta casilla,,,http://iem.org.mx/actas/A0398B.pdf
5,16,MICHOACAN,21,COALCOMÁN,26,CHINICUILA,399,B,1,0,B,0,78,60,11,,2,,13,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,0,13,179,261,Grupo de Recuento,,,http://iem.org.mx/actas/A0399B.pdf
5,16,MICHOACAN,21,COALCOMÁN,26,CHINICUILA,400,B,1,0,B,0,94,33,8,,1,,9,,,,,,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,0,6,154,221,Acta casilla,,,http://iem.org.mx/actas/A0400B.pdf
5,16,MICHOACAN,21,COALCOMÁN,26,CHINICUILA,401,B,1,0,B,0,38,21,7,,0,,16,,,,,,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,0,84,113,Acta casilla,,,http://iem.org.mx/actas/A0401B.pdf
5,16,MICHOACAN,21,COALCOMÁN,26,CHINICUILA,402,B,1,0,B,2,162,163,29,,1,,29,,,,,,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,0,8,398,595,Grupo de Recuento,,,http://iem.org.mx/actas/A0402B.pdf
5,16,MICHOACAN,21,COALCOMÁN,26,CHINICUILA,403,B,1,0,B,3,45,161,9,,1,,21,,,,,,3,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,0,12,258,349,Grupo de Recuento,,,http://iem.org.mx/actas/A0403B.pdf
5,16,MICHOACAN,21,COALCOMÁN,26,CHINICUILA,403,E,1,0,E01,1,38,105,17,,0,,36,,,,,,1,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,0,4,207,280,Acta casilla,,,http://iem.org.mx/actas/A0403E01.pdf
5,16,MICHOACAN,21,COALCOMÁN,26,CHINICUILA,404,B,1,0,B,2,20,117,7,,0,,21,,,,,,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0,6,176,279,Acta casilla,,,http://iem.org.mx/actas/A0404B.pdf
5,16,MICHOACAN,21,COALCOMÁN,26,CHINICUILA,404,E,1,0,E01,1,30,142,15,,0,,14,,,,,,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,0,8,212,294,Acta casilla,,,http://iem.org.mx/actas/A0404E01.pdf
5,16,MICHOACAN,2,PURUÁNDIRO,27,CHUCÁNDIRO,405,B,1,0,B,10,156,70,2,,2,,11,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,0,10,265,398,Acta casilla,,,http://iem.org.mx/actas/A0405B.pdf
5,16,MICHOACAN,2,PURUÁNDIRO,27,CHUCÁNDIRO,405,C,1,0,C01,4,144,56,1,,0,,22,,,,,,3,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,0,9,240,397,Acta casilla,,,http://iem.org.mx/actas/A0405C01.pdf
5,16,MICHOACAN,2,PURUÁNDIRO,27,CHUCÁNDIRO,406,B,1,0,B,1,151,57,0,,0,,13,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,12,235,402,Acta casilla,,,http://iem.org.mx/actas/A0406B.pdf
5,16,MICHOACAN,2,PURUÁNDIRO,27,CHUCÁNDIRO,406,C,1,0,C01,3,123,72,0,,1,,9,,,,,,5,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0,7,223,402,Acta casilla,,,http://iem.org.mx/actas/A0406C01.pdf
5,16,MICHOACAN,2,PURUÁNDIRO,27,CHUCÁNDIRO,407,B,1,0,B,2,156,67,1,,1,,16,,,,,,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,0,8,254,467,Acta casilla,,,http://iem.org.mx/actas/A0407B.pdf
5,16,MICHOACAN,2,PURUÁNDIRO,27,CHUCÁNDIRO,407,C,1,0,C01,3,163,77,2,,3,,15,,,,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0,9,273,467,Acta casilla,,,http://iem.org.mx/actas/A0407C01.pdf
5,16,MICHOACAN,2,PURUÁNDIRO,27,CHUCÁNDIRO,408,B,1,0,B,1,63,38,4,,2,,14,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,0,6,129,199,Acta casilla,,,http://iem.org.mx/actas/A0408B.pdf
5,16,MICHOACAN,2,PURUÁNDIRO,27,CHUCÁNDIRO,408,E,1,0,E01,6,110,152,4,,1,,24,,,,,,4,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0,12,315,480,Acta casilla,,,http://iem.org.mx/actas/A0408E01.pdf
5,16,MICHOACAN,2,PURUÁNDIRO,27,CHUCÁNDIRO,409,B,1,0,B,7,167,78,3,,0,,34,,,,,,0,1,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,0,16,311,623,Acta casilla,,,http://iem.org.mx/actas/A0409B.pdf
5,16,MICHOACAN,2,PURUÁNDIRO,27,CHUCÁNDIRO,409,C,1,0,C01,8,165,69,3,,2,,31,,,,,,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,0,13,295,622,Acta casilla,,,http://iem.org.mx/actas/A0409C01.pdf
5,16,MICHOACAN,2,PURUÁNDIRO,27,CHUCÁNDIRO,410,B,1,0,B,3,66,138,4,,3,,31,,,,,,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,0,10,258,485,Grupo de Recuento,,,http://iem.org.mx/actas/A0410B.pdf
5,16,MICHOACAN,1,LA PIEDAD,28,CHURINTZIO,411,B,1,0,B,0,49,131,8,1,0,,76,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,0,17,286,547,Acta casilla,,,http://iem.org.mx/actas/A0411B.pdf
5,16,MICHOACAN,1,LA PIEDAD,28,CHURINTZIO,411,C,1,0,C01,0,60,120,4,1,0,,82,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,0,12,284,547,Acta casilla,,,http://iem.org.mx/actas/A0411C01.pdf
5,16,MICHOACAN,1,LA PIEDAD,28,CHURINTZIO,412,B,1,0,B,0,54,117,5,1,0,,73,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,0,9,265,478,Acta casilla,,,http://iem.org.mx/actas/A0412B.pdf
5,16,MICHOACAN,1,LA PIEDAD,28,CHURINTZIO,412,C,1,0,C01,0,61,113,7,0,0,,81,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,0,8,274,478,Acta casilla,,,http://iem.org.mx/actas/A0412C01.pdf
5,16,MICHOACAN,1,LA PIEDAD,28,CHURINTZIO,413,B,1,0,B,0,62,130,2,1,0,,63,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,0,0,262,437,Acta casilla,,,http://iem.org.mx/actas/A0413B.pdf
5,16,MICHOACAN,1,LA PIEDAD,28,CHURINTZIO,413,C,1,0,C01,0,47,106,7,0,0,,86,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,0,14,265,436,Acta casilla,,,http://iem.org.mx/actas/A0413C01.pdf
5,16,MICHOACAN,1,LA PIEDAD,28,CHURINTZIO,414,B,1,0,B,0,41,85,5,2,0,,88,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,0,15,240,395,Acta casilla,,,http://iem.org.mx/actas/A0414B.pdf
5,16,MICHOACAN,1,LA PIEDAD,28,CHURINTZIO,414,C,1,0,C01,0,35,73,6,2,0,,113,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,0,13,249,395,Acta casilla,,,http://iem.org.mx/actas/A0414C01.pdf
5,16,MICHOACAN,1,LA PIEDAD,28,CHURINTZIO,414,E,1,0,E01,0,9,26,5,2,0,,26,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,2,70,116,Acta casilla,,,http://iem.org.mx/actas/A0414E01.pdf
5,16,MICHOACAN,1,LA PIEDAD,28,CHURINTZIO,416,B,1,0,B,0,26,153,4,6,0,,37,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,0,8,235,677,Acta casilla,,,http://iem.org.mx/actas/A0416B.pdf
5,16,MICHOACAN,1,LA PIEDAD,28,CHURINTZIO,417,B,1,0,B,0,19,159,8,3,0,,80,,,,0,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,0,8,283,640,Acta casilla,,,http://iem.org.mx/actas/A0417B.pdf
5,16,MICHOACAN,1,LA PIEDAD,28,CHURINTZIO,418,B,1,0,B,0,29,133,3,2,0,,38,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,0,20,226,561,Acta casilla,,,http://iem.org.mx/actas/A0418B.pdf
5,16,MICHOACAN,1,LA PIEDAD,28,CHURINTZIO,419,B,1,0,B,0,32,34,1,1,0,,21,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,11,101,307,Acta casilla,,,http://iem.org.mx/actas/A0419B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,420,B,1,0,B,0,187,116,1,41,0,,9,,,0,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,0,19,375,485,Acta casilla,,,http://iem.org.mx/actas/A0420B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,420,C,1,0,C01,0,205,106,1,53,0,,5,,,0,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,0,11,386,484,Acta casilla,,,http://iem.org.mx/actas/A0420C01.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,421,B,1,0,B,0,322,109,0,23,1,,7,,,0,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,0,21,485,696,Acta casilla,,,http://iem.org.mx/actas/A0421B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,421,C,1,0,C01,0,323,107,3,35,1,,9,,,0,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,0,16,500,695,Acta casilla,,,http://iem.org.mx/actas/A0421C01.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,422,B,1,0,B,0,205,183,2,51,1,,2,,,0,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,0,16,462,574,Acta casilla,,,http://iem.org.mx/actas/A0422B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,422,C,1,0,C01,0,227,147,0,59,1,,4,,,0,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,0,9,452,574,Acta casilla,,,http://iem.org.mx/actas/A0422C01.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,422,C,2,0,C02,0,194,169,0,53,2,,4,,,0,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,0,22,449,573,Acta casilla,,,http://iem.org.mx/actas/A0422C02.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,423,B,1,0,B,0,259,101,1,29,0,,8,,,0,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0,24,424,573,Acta casilla,,,http://iem.org.mx/actas/A0423B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,423,C,1,0,C01,0,254,103,2,26,0,,8,,,0,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,0,21,417,573,Acta casilla,,,http://iem.org.mx/actas/A0423C01.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,424,B,1,0,B,0,256,147,2,25,0,,4,,,0,8,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,0,18,460,746,Acta casilla,,,http://iem.org.mx/actas/A0424B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,425,B,1,0,B,2,179,25,3,1,4,,14,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0,13,241,357,Acta casilla,,,http://iem.org.mx/actas/A0425B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,426,B,1,0,B,1,252,24,0,7,0,,13,,,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,0,22,320,495,Acta casilla,,,http://iem.org.mx/actas/A0426B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,426,C,1,0,C01,1,220,35,5,6,2,,24,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,0,21,314,495,Acta casilla,,,http://iem.org.mx/actas/A0426C01.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,427,B,1,0,B,0,99,30,0,0,2,,11,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,0,9,151,244,Acta casilla,,,http://iem.org.mx/actas/A0427B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,427,E,1,0,E01,2,82,29,0,6,2,,6,,,0,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,0,6,134,209,Acta casilla,,,http://iem.org.mx/actas/A0427E01.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,428,B,1,0,B,0,202,157,4,11,0,,20,,,0,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,0,31,428,644,Acta casilla,,,http://iem.org.mx/actas/A0428B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,429,B,1,0,B,0,110,71,3,8,0,,7,,,0,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,0,13,214,434,Acta casilla,,,http://iem.org.mx/actas/A0429B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,429,C,1,0,C01,0,138,65,2,10,0,,1,,,0,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,0,9,227,434,Acta casilla,,,http://iem.org.mx/actas/A0429C01.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,430,B,1,0,B,0,241,83,3,22,1,,5,,,0,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0,20,381,601,Acta casilla,,,http://iem.org.mx/actas/A0430B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,431,B,1,0,B,0,152,22,0,1,0,,1,,,0,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,0,4,182,293,Acta casilla,,,http://iem.org.mx/actas/A0431B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,432,B,1,0,B,0,175,158,0,24,1,,13,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,0,7,378,449,Acta casilla,,,http://iem.org.mx/actas/A0432B.pdf
5,16,MICHOACAN,22,MÚGICA,29,CHURUMUCO,432,C,1,0,C01,0,229,86,2,21,1,,2,,,0,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,0,17,359,448,Acta casilla,,,http://iem.org.mx/actas/A0432C01.pdf
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,433,B,1,0,B,165,54,5,6,,6,,62,,,,,,3,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,0,9,314,489,Acta casilla,,,http://iem.org.mx/actas/A0433B.pdf
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,433,C,1,0,C01,140,63,11,4,,2,,61,,,,,,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,0,4,291,488,Acta casilla,,,http://iem.org.mx/actas/A0433C01.pdf
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,434,B,1,0,B,117,35,9,6,,6,,56,,,,,,5,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,0,11,249,386,Acta casilla,,,http://iem.org.mx/actas/A0434B.pdf
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,434,C,1,0,C01,105,32,17,3,,5,,52,,,,,,1,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,0,15,236,385,Grupo de Recuento,,,http://iem.org.mx/actas/A0434C01.pdf
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,435,B,1,0,B,117,38,8,6,,5,,54,,,,,,1,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,0,6,241,402,Acta casilla,,,http://iem.org.mx/actas/A0435B.pdf
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,435,C,1,0,C01,124,44,13,3,,6,,55,,,,,,7,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,0,11,267,401,Acta casilla,,,http://iem.org.mx/actas/A0435C01.pdf
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,436,B,1,0,B,185,77,11,4,,5,,103,,,,,,6,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,0,12,413,712,Grupo de Recuento,,,http://iem.org.mx/actas/A0436B.pdf
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,436,C,1,0,C01,206,86,3,8,,5,,97,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,0,14,419,712,Acta casilla,,,http://iem.org.mx/actas/A0436C01.pdf
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,437,B,1,0,B,101,34,3,1,,0,,50,,,,,,2,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,0,4,198,387,Acta casilla,,,http://iem.org.mx/actas/A0437B.pdf
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,437,C,1,0,C01,120,28,6,2,,3,,34,,,,,,3,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,2,202,386,Acta casilla,,,http://iem.org.mx/actas/A0437C01.pdf
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,438,B,1,0,B,106,78,21,4,,8,,41,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,0,12,271,492,Acta casilla,,,http://iem.org.mx/actas/A0438B.pdf
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,438,C,1,0,C01,97,106,20,1,,4,,69,,,,,,1,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,0,12,314,492,Acta casilla,,,http://iem.org.mx/actas/A0438C01.pdf
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,439,B,1,0,B,165,87,22,4,,4,,51,,,,,,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,0,10,351,608,Acta casilla,,,http://iem.org.mx/actas/A0439B.pdf
